c_id,u_id,b_id,created_at
1901,634,4605,1972-05-16
1902,634,10483,1999-07-24
1903,635,5275,2008-04-22
1904,635,455,2002-05-22
1905,635,9482,2013-12-23
1906,636,4772,1985-05-14
1907,636,3767,2018-02-26
1908,636,10332,1994-08-08
1909,637,7683,1996-08-24
1910,637,6316,1995-03-23
1911,637,2370,2000-10-24
1912,638,8324,2019-08-24
1913,638,10062,1998-09-16
1914,638,9540,1996-08-19
1915,639,2809,1980-12-30
1916,639,11899,2002-10-03
1917,639,2188,1976-04-22
1918,640,3970,1980-09-01
1919,640,7751,2006-04-23
1920,640,6480,2005-02-28
1921,641,10654,1988-01-17
1922,641,11043,2015-02-10
1923,641,2414,1983-10-23
1924,642,7715,1981-09-19
1925,642,8114,1981-03-03
1926,642,10932,2009-11-19
1927,643,2497,1995-04-17
1928,643,8464,2010-06-17
1929,643,5447,1973-01-17
1930,644,3954,2017-09-10
1931,644,5086,1973-12-23
1932,644,244,1970-08-22
1933,645,10691,2015-07-01
1934,645,10510,2000-11-19
1935,645,8927,1990-02-12
1936,646,9505,1992-05-16
1937,646,7256,1998-10-07
1938,646,9716,1990-05-28
1939,647,875,1991-08-14
1940,647,8097,1986-05-15
1941,647,8466,1972-04-13
1942,648,7243,2018-08-22
1943,648,404,1974-04-03
1944,648,9563,1971-12-20
1945,649,10912,1978-04-18
1946,649,3465,1997-12-08
1947,649,1437,1987-11-10
1948,650,2402,1987-04-02
1949,650,1854,1991-08-23
1950,650,3700,1984-07-25
1951,651,8596,2015-01-07
1952,651,5333,1975-11-01
1953,651,11520,2008-05-17
1954,652,9583,2016-02-15
1955,652,4849,1988-08-12
1956,652,1837,2006-10-01
1957,653,9224,2016-09-17
1958,653,11426,1995-06-13
1959,653,3478,2004-11-20
1960,654,9649,1987-10-13
1961,654,6199,2012-04-26
1962,654,5278,2015-01-23
1963,655,7706,1988-09-22
1964,655,8517,1992-07-01
1965,655,7621,2018-03-25
1966,656,3218,1979-07-02
1967,656,11329,1989-11-25
1968,656,11621,2004-06-10
1969,657,6996,1989-12-04
1970,657,10548,1970-02-12
1971,657,10883,1975-10-04
1972,658,11069,1987-10-23
1973,658,11382,1989-05-21
1974,658,3214,1980-07-09
1975,659,11774,2014-11-19
1976,659,6931,1981-05-04
1977,659,3204,2005-12-26
1978,660,6997,1970-02-15
1979,660,6995,1987-02-13
1980,660,11351,1993-03-03
1981,661,828,1973-05-20
1982,661,2778,1983-01-08
1983,661,2814,2014-02-15
1984,662,11740,1973-08-13
1985,662,2025,2000-01-22
1986,662,10920,1998-07-15
1987,663,2518,2008-04-06
1988,663,8123,2004-03-31
1989,663,9073,1984-11-29
1990,664,11505,1979-07-23
1991,664,4806,1995-08-06
1992,664,4019,2005-10-04
1993,665,485,1989-10-12
1994,665,10059,1982-07-11
1995,665,11811,2012-11-01
1996,666,2586,1978-06-03
1997,666,1565,2013-01-22
1998,666,3960,1993-03-28
1999,667,11069,1970-12-30
2000,667,986,1979-02-18
2001,667,3001,2007-12-23
2002,668,4416,2013-04-13
2003,668,1292,1987-05-30
2004,668,10333,1990-04-09
2005,669,2641,1999-05-05
2006,669,7828,1990-04-19
2007,669,6966,1986-12-02
2008,670,11791,2006-05-13
2009,670,5855,1997-12-03
2010,670,5624,1991-03-14
2011,671,10211,2005-08-01
2012,671,11076,1972-12-10
2013,671,6629,2001-09-29
2014,672,1138,2012-05-11
2015,672,391,2016-05-28
2016,672,9644,1997-12-18
2017,673,9373,1983-02-26
2018,673,100,1980-02-06
2019,673,8654,1991-04-06
2020,674,1168,2003-01-11
2021,674,9046,1982-02-16
2022,674,361,1987-12-04
2023,675,2238,2005-10-23
2024,675,1202,2008-01-02
2025,675,1276,2003-12-29
2026,676,689,1999-07-28
2027,676,4492,1991-11-02
2028,676,6349,1976-06-23
2029,677,7661,1991-04-06
2030,677,749,2001-12-20
2031,677,4061,2018-06-28
2032,678,7990,2014-02-15
2033,678,10268,1973-08-24
2034,678,403,2015-09-11
2035,679,9647,2013-01-14
2036,679,8594,1982-06-24
2037,679,11206,1975-02-09
2038,680,275,1977-11-27
2039,680,7175,1982-03-17
2040,680,7618,1981-05-18
2041,681,5541,2013-09-16
2042,681,7646,1999-03-04
2043,681,3856,2009-10-16
2044,682,4089,2012-06-20
2045,682,7767,2007-10-15
2046,682,3110,2006-06-11
2047,683,3042,1987-06-11
2048,683,1540,2018-07-20
2049,683,8796,1997-12-04
2050,684,8118,2011-01-13
2051,684,3021,1998-05-18
2052,684,10507,1992-03-26
2053,685,3451,2018-11-18
2054,685,8101,1979-01-19
2055,685,7315,1999-08-04
2056,686,5591,2010-05-21
2057,686,5046,1986-08-09
2058,686,5315,1983-11-15
2059,687,10154,1992-03-19
2060,687,2537,2021-03-10
2061,687,1562,2021-03-12
2062,688,7736,1987-02-18
2063,688,2695,2020-05-22
2064,688,11553,1980-10-05
2065,689,6077,2020-09-10
2066,689,7853,2014-06-13
2067,689,9513,1993-01-06
2068,690,4679,2019-05-24
2069,690,5647,2000-11-07
2070,690,379,2013-03-11
2071,691,2861,1975-10-30
2072,691,3406,2017-07-24
2073,691,2982,2001-08-13
2074,692,11196,1970-11-07
2075,692,11893,2000-11-21
2076,692,6505,2007-08-13
2077,693,7870,2007-01-31
2078,693,10250,2000-09-11
2079,693,2011,1971-11-30
2080,694,9309,2016-07-14
2081,694,11641,1980-06-17
2082,694,8468,1994-02-17
2083,695,8710,1997-05-26
2084,695,1073,2020-10-18
2085,695,8861,2009-12-02
2086,696,7522,2013-05-20
2087,696,9004,1999-01-28
2088,696,8585,1974-06-21
2089,697,792,1983-01-11
2090,697,1898,1988-10-11
2091,697,8916,2020-05-11
2092,698,1533,1997-08-29
2093,698,4493,2002-06-19
2094,698,10923,2004-12-19
2095,699,7237,2011-05-16
2096,699,11558,1983-08-03
2097,699,789,1984-01-30
2098,700,7877,2010-09-25
2099,700,7410,1995-01-22
2100,700,6179,1971-11-06
2101,701,6168,1978-12-13
2102,701,9777,1992-03-25
2103,701,11956,1987-06-03
2104,702,8749,2019-04-07
2105,702,11706,1977-04-08
2106,702,7833,2004-02-09
2107,703,8867,2015-04-08
2108,703,8522,2010-09-20
2109,703,2356,1988-01-19
2110,704,9662,1999-09-16
2111,704,9230,1986-11-12
2112,704,11117,2000-07-30
2113,705,871,1972-04-24
2114,705,1201,2013-10-19
2115,705,8277,2004-04-19
2116,706,10117,2017-07-04
2117,706,10856,2017-01-02
2118,706,10185,1993-01-24
2119,707,9591,2004-03-03
2120,707,432,1972-12-21
2121,707,8525,1981-10-04
2122,708,148,1997-11-03
2123,708,546,1976-01-30
2124,708,11573,2016-07-19
2125,709,10731,1971-10-04
2126,709,10154,2014-06-18
2127,709,8233,1994-03-02
2128,710,4361,1972-07-09
2129,710,2375,1980-12-21
2130,710,5254,2000-01-18
2131,711,6786,2012-01-13
2132,711,8447,2000-07-01
2133,711,6182,2018-05-09
2134,712,3546,2010-05-06
2135,712,4120,2001-11-22
2136,712,9436,2013-11-25
2137,713,3320,1984-02-27
2138,713,2324,2016-01-14
2139,713,8580,1992-02-14
2140,714,8784,2015-07-20
2141,714,5959,1983-08-31
2142,714,5312,1997-04-15
2143,715,10748,1978-05-18
2144,715,2388,2001-10-06
2145,715,1064,1981-07-22
2146,716,5982,2021-02-24
2147,716,6155,1972-05-18
2148,716,2647,2001-01-20
2149,717,9239,2012-07-24
2150,717,2153,2009-11-04
2151,717,7868,2017-10-30
2152,718,9434,2006-11-30
2153,718,8580,1998-08-12
2154,718,9216,1981-07-21
2155,719,71,2020-10-10
2156,719,7837,1998-05-08
2157,719,1415,1998-02-14
2158,720,417,1972-02-18
2159,720,8644,2006-06-07
2160,720,10105,2006-02-25
2161,721,7505,1983-03-23
2162,721,9160,2009-11-02
2163,721,10074,2017-03-16
2164,722,7401,1986-10-27
2165,722,812,2010-11-25
2166,722,5756,2012-10-26
2167,723,1958,1977-11-11
2168,723,2508,2011-09-23
2169,723,11951,1978-03-20
2170,724,3933,2017-12-12
2171,724,784,1977-01-25
2172,724,10969,1997-09-08
2173,725,10667,1996-06-13
2174,725,3013,1999-01-11
2175,725,7787,1982-09-18
2176,726,5904,1991-12-16
2177,726,4983,1994-04-30
2178,726,1702,1995-10-16
2179,727,10431,2015-09-20
2180,727,11140,1999-05-16
2181,727,9061,2013-02-24
2182,728,8150,1970-03-31
2183,728,3917,1995-01-03
2184,728,9651,1989-10-05
2185,729,8364,2019-12-30
2186,729,7418,1997-01-05
2187,729,3394,2020-11-03
2188,730,7269,2009-02-13
2189,730,10844,2015-05-21
2190,730,999,1976-02-09
2191,731,9591,1987-11-30
2192,731,1067,2019-01-31
2193,731,6456,1988-09-24
2194,732,3378,1978-03-28
2195,732,10639,1971-01-19
2196,732,2375,2003-01-29
2197,733,4043,2009-01-04
2198,733,11231,2001-10-27
2199,733,9370,2019-12-30
2200,734,6375,1992-01-21
2201,734,10882,1981-07-31
2202,734,6828,1999-10-27
2203,735,2461,1985-12-23
2204,735,6353,2020-05-31
2205,735,3097,1972-01-06
2206,736,4938,1994-02-24
2207,736,67,1983-04-26
2208,736,7871,1975-06-19
2209,737,365,2006-05-10
2210,737,7877,1994-03-07
2211,737,3305,1991-08-23
2212,738,6862,1970-03-24
2213,738,2127,2004-03-29
2214,738,11495,2012-12-28
2215,739,7684,2017-04-15
2216,739,10851,2012-08-20
2217,739,6960,2012-05-19
2218,740,635,1998-01-17
2219,740,2280,2001-06-23
2220,740,10433,2005-04-06
2221,741,9221,2017-05-23
2222,741,1177,1973-05-31
2223,741,7190,1992-11-10
2224,742,7220,1974-06-18
2225,742,11960,1986-08-07
2226,742,4862,1994-03-31
2227,743,4911,2014-10-07
2228,743,3305,2014-08-01
2229,743,10744,1992-07-24
2230,744,380,1991-12-04
2231,744,11626,1994-10-04
2232,744,2913,1974-05-17
2233,745,7609,2004-05-02
2234,745,7468,2014-01-14
2235,745,8997,1983-03-13
2236,746,2139,2007-01-30
2237,746,583,2020-09-14
2238,746,1870,2019-09-19
2239,747,11013,1993-10-14
2240,747,10825,2020-06-16
2241,747,5544,1995-05-25
2242,748,11952,2017-04-28
2243,748,4512,2002-03-20
2244,748,11546,2013-09-20
2245,749,11181,2019-11-29
2246,749,7158,1981-12-07
2247,749,5868,1974-11-15
2248,750,8978,1983-06-13
2249,750,10170,2016-08-20
2250,750,7079,2008-11-11
2251,751,11126,1982-06-04
2252,751,3411,1988-11-01
2253,751,970,2021-02-24
2254,752,175,1972-07-14
2255,752,5517,2005-10-14
2256,752,4204,1982-01-08
2257,753,3915,1974-12-25
2258,753,4380,1997-01-29
2259,753,9354,1970-10-04
2260,754,8655,2014-11-09
2261,754,10788,2020-11-23
2262,754,10625,1996-07-11
2263,755,11789,1995-07-08
2264,755,1993,2005-12-08
2265,755,8048,1997-10-28
2266,756,2751,1984-12-31
2267,756,11501,1987-07-31
2268,756,9073,1986-04-18
2269,757,9531,2015-02-11
2270,757,10797,1978-10-04
2271,757,1226,1992-09-24
2272,758,7684,1973-01-20
2273,758,1939,1980-01-21
2274,758,5656,2003-07-04
2275,759,1212,1994-09-24
2276,759,11950,2018-02-15
2277,759,3755,1984-07-08
2278,760,2817,1989-03-03
2279,760,6773,2009-06-16
2280,760,7195,1980-02-20
2281,761,4765,2013-07-18
2282,761,9809,1976-12-14
2283,761,378,1976-04-18
2284,762,4573,2000-11-01
2285,762,1239,1971-01-12
2286,762,2746,2004-06-03
2287,763,5048,2013-09-04
2288,763,573,1996-04-14
2289,763,9717,1984-07-12
2290,764,6093,1977-04-18
2291,764,3590,1991-09-10
2292,764,6928,2020-07-02
2293,765,7864,2014-12-16
2294,765,6856,2002-12-25
2295,765,912,2015-09-11
2296,766,1326,2020-02-04
2297,766,4581,2013-11-19
2298,766,1842,2003-12-01
2299,767,8588,1993-07-19
2300,767,10192,2001-09-02
2301,767,8253,2009-09-06
2302,768,10432,1982-11-11
2303,768,10395,2017-02-09
2304,768,9643,1983-03-01
2305,769,926,2007-11-30
2306,769,8196,2009-08-02
2307,769,7787,1975-01-29
2308,770,2477,1994-07-18
2309,770,11722,2005-01-02
2310,770,774,1977-09-13
2311,771,2230,1975-11-06
2312,771,7573,2007-07-02
2313,771,6420,1989-10-29
2314,772,5319,2001-09-06
2315,772,11462,2005-10-10
2316,772,4856,2008-12-08
2317,773,9412,1970-11-09
2318,773,7308,2015-11-07
2319,773,10956,1994-04-03
2320,774,4074,1984-05-10
2321,774,9077,1974-01-11
2322,774,61,2009-10-19
2323,775,11393,2018-11-04
2324,775,6574,1992-08-22
2325,775,9507,2000-12-21
2326,776,8147,1970-02-22
2327,776,5415,1990-01-22
2328,776,9281,1998-03-08
2329,777,2827,1977-12-29
2330,777,11808,1987-05-25
2331,777,5381,1983-11-29
2332,778,7482,2006-08-23
2333,778,9942,1976-01-05
2334,778,11630,1971-04-18
2335,779,7666,1997-09-01
2336,779,7994,1979-05-21
2337,779,3202,2004-01-21
2338,780,6566,1975-08-20
2339,780,5516,1974-10-23
2340,780,4251,1996-08-27
2341,781,4927,1982-08-30
2342,781,11729,2000-08-25
2343,781,6147,1974-06-09
2344,782,7703,2008-08-28
2345,782,4190,2013-03-09
2346,782,2805,1986-10-18
2347,783,2666,1986-01-01
2348,783,9370,2020-05-21
2349,783,8344,2015-03-05
2350,784,4396,2013-07-28
2351,784,8866,1996-08-21
2352,784,11424,2006-05-11
2353,785,840,1977-04-14
2354,785,5203,2009-12-03
2355,785,11973,1990-11-28
2356,786,5313,1975-02-09
2357,786,9414,1989-08-03
2358,786,1630,1975-05-12
2359,787,4009,2018-07-13
2360,787,2639,2001-12-11
2361,787,5161,1981-01-13
2362,788,11033,1990-08-20
2363,788,3010,1989-11-17
2364,788,6194,1987-01-20
2365,789,870,1977-08-27
2366,789,677,2016-05-15
2367,789,46,2000-04-08
2368,790,2823,2020-05-23
2369,790,8177,2010-06-09
2370,790,2722,1989-03-04
2371,791,7749,2002-08-30
2372,791,2883,2009-12-01
2373,791,6239,1995-08-13
2374,792,10826,1991-08-22
2375,792,11394,1982-03-08
2376,792,11596,1998-02-06
2377,793,11769,2010-09-15
2378,793,7206,1987-05-23
2379,793,11929,1980-02-13
2380,794,10379,2006-09-30
2381,794,10324,2015-07-07
2382,794,1673,1975-07-18
2383,795,7800,1988-09-20
2384,795,10526,1983-08-23
2385,795,1322,1999-05-28
2386,796,6231,1997-06-20
2387,796,291,1991-12-24
2388,796,6355,2018-07-09
2389,797,5120,1981-08-18
2390,797,3790,1996-02-17
2391,797,5517,2013-10-26
2392,798,1071,1971-12-08
2393,798,11800,1989-03-04
2394,798,10774,1978-03-15
2395,799,8754,1977-12-07
2396,799,8613,1973-04-20
2397,799,5931,2004-02-06
2398,800,7737,1989-09-04
2399,800,4649,1990-10-24
2400,800,2917,1986-06-25
2401,801,10181,1995-07-03
2402,801,5443,1991-11-18
2403,801,2890,1973-06-30
2404,802,1438,2015-04-07
2405,802,4509,1986-09-25
2406,802,8759,1982-03-02
2407,803,1067,2007-04-11
2408,803,1143,2019-06-08
2409,803,2546,2013-08-20
2410,804,9222,1997-10-13
2411,804,5048,2016-09-02
2412,804,7250,1982-03-30
2413,805,8777,2012-01-12
2414,805,63,2003-10-31
2415,805,7272,2021-01-03
2416,806,2603,1972-06-27
2417,806,6756,2014-09-15
2418,806,10095,2003-10-13
2419,807,2376,1996-06-14
2420,807,5933,2005-07-31
2421,807,3444,2000-07-15
2422,808,9634,1984-01-06
2423,808,6810,1994-10-27
2424,808,10922,1984-01-15
2425,809,1426,1993-05-09
2426,809,1778,2018-02-13
2427,809,9480,1990-05-26
2428,810,6522,1995-10-08
2429,810,965,1985-04-30
2430,810,2056,1998-03-19
2431,811,943,1999-06-16
2432,811,4337,2006-10-29
2433,811,10723,1994-11-11
2434,812,5581,1990-04-24
2435,812,9391,2011-09-23
2436,812,8189,2019-05-12
2437,813,3971,2015-02-23
2438,813,11824,2008-12-22
2439,813,8514,2007-03-10
2440,814,4497,1976-11-19
2441,814,8843,2006-12-18
2442,814,2928,1990-01-02
2443,815,1831,2015-03-29
2444,815,4845,2006-05-26
2445,815,4920,1972-01-29
2446,816,3123,1996-08-21
2447,816,7240,1992-09-18
2448,816,9223,1973-07-11
2449,817,253,2018-04-16
2450,817,10176,2017-05-30
2451,817,7018,1980-05-03
2452,818,11112,2011-10-03
2453,818,11187,2006-02-05
2454,818,3905,1994-05-11
2455,819,647,1993-05-17
2456,819,10942,2006-02-16
2457,819,11333,2004-04-06
2458,820,380,2019-07-06
2459,820,4374,2005-11-17
2460,820,1569,2004-09-02
2461,821,8534,1972-05-03
2462,821,2684,1995-05-04
2463,821,7538,1971-03-10
2464,822,1931,1995-02-03
2465,822,10239,2001-07-09
2466,822,3261,1992-02-03
2467,823,11395,1972-02-15
2468,823,4519,2018-01-16
2469,823,3231,1999-10-24
2470,824,2406,1990-03-12
2471,824,6166,2006-03-18
2472,824,1041,1974-06-25
2473,825,4536,1988-10-10
2474,825,312,1979-03-15
2475,825,1264,1972-08-19
2476,826,9182,2012-01-02
2477,826,2054,1972-02-22
2478,826,4216,2014-02-23
2479,827,349,1991-09-26
2480,827,4353,1972-01-04
2481,827,2740,1976-10-22
2482,828,8349,1977-02-17
2483,828,5886,2016-12-28
2484,828,5230,2005-07-02
2485,829,3356,2000-01-21
2486,829,2074,2012-01-16
2487,829,4974,1978-12-28
2488,830,11972,1984-08-06
2489,830,11482,2013-11-25
2490,830,1224,1979-07-04
2491,831,11766,2002-01-23
2492,831,11829,1970-05-17
2493,831,10055,2004-12-11
2494,832,7490,2020-01-09
2495,832,4593,1972-12-31
2496,832,8029,1984-07-05
2497,833,10795,1988-11-19
2498,833,3074,1995-10-01
2499,833,9306,1983-01-16
2500,834,6947,2000-09-15
2501,834,3527,2001-01-20
2502,834,8170,2011-09-18
2503,835,5501,2005-10-20
2504,835,10607,1985-12-10
2505,835,1344,1999-06-17
2506,836,1553,2003-01-09
2507,836,11179,2006-07-03
2508,836,11821,2003-07-16
2509,837,2116,1995-01-23
2510,837,11202,2018-12-23
2511,837,11500,2013-01-10
2512,838,9059,1987-02-26
2513,838,3401,2005-09-21
2514,838,6743,1996-06-16
2515,839,5157,1996-07-02
2516,839,3937,2015-12-20
2517,839,6425,2020-03-09
2518,840,7406,1976-08-21
2519,840,5908,2004-08-01
2520,840,8605,1984-11-30
2521,841,7888,1970-01-07
2522,841,10427,2012-01-23
2523,841,3575,2010-11-23
2524,842,9554,1995-04-24
2525,842,1573,1976-07-26
2526,842,10887,2016-12-16
2527,843,9073,2009-05-10
2528,843,10042,1999-04-17
2529,843,1230,1973-07-16
2530,844,4132,2018-02-08
2531,844,8714,1987-04-07
2532,844,1435,1993-02-02
2533,845,9140,1977-11-28
2534,845,2768,1979-12-22
2535,845,1518,1970-01-28
2536,846,2698,1970-02-11
2537,846,9740,2000-08-11
2538,846,5837,1976-10-19
2539,847,7991,1996-03-30
2540,847,533,2001-01-11
2541,847,11572,2005-10-19
2542,848,854,1999-06-03
2543,848,4428,1972-10-12
2544,848,10160,1993-06-10
2545,849,5048,1977-10-26
2546,849,11135,2002-10-25
2547,849,2846,2001-09-30
2548,850,2934,2002-05-18
2549,850,10241,1991-05-03
2550,850,8364,2002-05-19
2551,851,785,2008-03-21
2552,851,5171,2002-12-17
2553,851,11067,2002-06-08
2554,852,9265,1991-07-10
2555,852,9241,1978-03-07
2556,852,6333,2009-11-19
2557,853,4052,1985-10-23
2558,853,5076,2007-10-26
2559,853,11054,1985-12-13
2560,854,7841,1994-01-11
2561,854,736,1999-06-02
2562,854,3129,1987-09-27
2563,855,8527,2016-08-19
2564,855,4515,1984-12-06
2565,855,9813,1997-01-25
2566,856,10786,2009-07-24
2567,856,5964,2006-10-25
2568,856,6129,2010-05-18
2569,857,10863,1987-03-11
2570,857,6934,2019-11-11
2571,857,4408,2011-07-02
2572,858,229,1994-12-20
2573,858,391,2013-01-13
2574,858,540,2015-05-08
2575,859,9859,1993-11-12
2576,859,11233,2010-11-13
2577,859,6190,2007-03-12
2578,860,6117,1975-05-11
2579,860,3875,2008-10-21
2580,860,10600,2002-05-31
2581,861,8198,2017-04-19
2582,861,96,1979-06-27
2583,861,8286,1987-01-31
2584,862,6808,1977-02-26
2585,862,8543,2004-02-02
2586,862,11219,1996-12-24
2587,863,9050,1999-05-05
2588,863,6212,1987-10-07
2589,863,6205,2014-07-22
2590,864,8136,1997-03-14
2591,864,9314,2004-08-27
2592,864,11310,2004-01-20
2593,865,11333,2006-09-13
2594,865,3478,2003-08-08
2595,865,6686,1986-01-12
2596,866,2851,1989-03-10
2597,866,9394,2004-10-17
2598,866,5633,1992-01-18
2599,867,9904,1996-12-26
2600,867,10406,1991-03-12
2601,867,6924,1981-11-30
2602,868,10274,2019-05-02
2603,868,9946,2016-08-09
2604,868,8428,1988-07-14
2605,869,2188,1980-01-14
2606,869,11523,1992-01-04
2607,869,4509,2000-01-03
2608,870,4858,2012-04-30
2609,870,9259,1999-01-25
2610,870,2445,1990-11-25
2611,871,3459,1996-06-29
2612,871,9867,1992-08-21
2613,871,2374,1993-12-15
2614,872,6449,1993-12-13
2615,872,3912,1972-07-21
2616,872,2431,1994-09-17
2617,873,11123,2002-06-05
2618,873,2496,1982-12-12
2619,873,794,2007-05-08
2620,874,384,2007-09-04
2621,874,9394,2017-04-05
2622,874,994,1994-09-08
2623,875,5891,2007-05-08
2624,875,7552,2002-01-24
2625,875,2488,2003-04-29
2626,876,599,1995-09-05
2627,876,9955,1982-10-20
2628,876,2194,2020-09-07
2629,877,10283,1974-11-23
2630,877,10021,1987-07-28
2631,877,5879,2014-01-02
2632,878,11148,1975-04-04
2633,878,2731,2010-03-06
2634,878,11018,1985-08-13
2635,879,5316,2011-11-29
2636,879,10730,1981-11-10
2637,879,2182,2009-04-30
2638,880,1396,2006-01-20
2639,880,7387,2008-07-13
2640,880,9863,1996-11-11
2641,881,10658,2006-11-22
2642,881,6438,2011-09-23
2643,881,11659,2001-09-04
2644,882,7627,2001-10-22
2645,882,10579,2015-05-01
2646,882,6788,1981-02-19
2647,883,511,1989-04-26
2648,883,11721,1976-10-18
2649,883,11488,1973-02-18
2650,884,8667,1972-09-23
2651,884,6817,1979-04-19
2652,884,11414,2014-04-03
2653,885,873,1971-10-19
2654,885,8775,1989-03-10
2655,885,6131,2018-01-24
2656,886,2058,1997-05-11
2657,886,7559,2008-08-13
2658,886,7629,2004-08-28
2659,887,7913,2004-01-26
2660,887,10316,1999-09-05
2661,887,10256,2002-12-10
2662,888,1210,1983-10-16
2663,888,3827,1989-04-15
2664,888,5711,1989-10-11
2665,889,9450,2009-01-06
2666,889,9525,2002-03-20
2667,889,9445,1974-03-25
2668,890,11938,2010-02-12
2669,890,1493,1988-06-28
2670,890,6476,1994-08-24
2671,891,657,1981-03-22
2672,891,873,2013-03-21
2673,891,7778,1987-12-21
2674,892,5685,1988-11-23
2675,892,3278,2017-03-12
2676,892,11419,2015-02-07
2677,893,10574,2003-04-07
2678,893,8240,1995-11-20
2679,893,7111,2013-11-01
2680,894,11865,2009-06-02
2681,894,6125,1997-10-09
2682,894,4984,1980-11-05
2683,895,2317,1997-11-12
2684,895,8875,1999-10-18
2685,895,7883,2012-02-11
2686,896,10702,1978-12-29
2687,896,2151,1979-10-24
2688,896,3141,2007-03-23
2689,897,5434,2004-08-01
2690,897,10267,1986-12-07
2691,897,8384,2015-04-05
2692,898,8247,1982-08-07
2693,898,189,1996-08-10
2694,898,9034,2002-11-11
2695,899,7021,1986-07-05
2696,899,5185,1990-10-06
2697,899,709,2001-10-24
2698,900,586,2011-10-07
2699,900,10005,1988-09-01
2700,900,10226,2008-11-09
2701,901,10625,1974-07-22
2702,901,11337,1978-11-25
2703,901,10899,2015-04-11
2704,902,7623,1974-06-16
2705,902,4538,1998-04-26
2706,902,5347,2006-05-28
2707,903,5034,2013-03-10
2708,903,4019,2015-07-19
2709,903,5521,2020-09-13
2710,904,7548,1998-11-22
2711,904,10616,2019-06-21
2712,904,8558,1984-01-23
2713,905,6700,2009-11-09
2714,905,594,1990-02-12
2715,905,106,1988-04-11
2716,906,3693,2008-01-14
2717,906,3683,2000-08-20
2718,906,2086,1998-12-05
2719,907,1706,2010-06-16
2720,907,45,1984-04-04
2721,907,742,1982-06-02
2722,908,8008,1993-03-03
2723,908,1191,1977-10-11
2724,908,4840,2004-12-06
2725,909,1935,1972-09-12
2726,909,5622,1984-10-23
2727,909,7639,1974-08-06
2728,910,3584,1972-01-15
2729,910,1053,2018-02-08
2730,910,10736,2017-08-03
2731,911,10279,2008-11-06
2732,911,1196,1991-07-18
2733,911,3778,2016-01-15
2734,912,10139,1980-03-16
2735,912,4339,1997-09-21
2736,912,11454,2007-01-03
2737,913,10570,2000-01-13
2738,913,2860,2020-08-06
2739,913,11846,2014-05-13
2740,914,10807,2014-06-14
2741,914,6188,2002-07-31
2742,914,1391,1995-07-02
2743,915,159,1989-09-20
2744,915,2429,2000-06-14
2745,915,734,2018-07-22
2746,916,11110,1980-05-20
2747,916,5210,1987-03-31
2748,916,5869,1981-05-15
2749,917,4476,2013-11-21
2750,917,105,2018-10-06
2751,917,4147,1996-11-08
2752,918,3932,2000-10-31
2753,918,6997,1995-08-30
2754,918,3546,1995-06-10
2755,919,10168,2016-04-05
2756,919,7714,1970-06-16
2757,919,5265,2021-01-24
2758,920,6751,1971-07-08
2759,920,10748,1996-07-17
2760,920,4312,2003-07-23
2761,921,6649,1978-03-11
2762,921,9374,1995-11-06
2763,921,7984,2021-02-26
2764,922,1464,2011-10-25
2765,922,11913,1986-12-21
2766,922,1115,2010-11-24
2767,923,3742,2004-10-07
2768,923,5750,1986-10-06
2769,923,11379,1972-10-26
2770,924,5129,1982-05-28
2771,924,10700,2015-07-14
2772,924,7215,1999-10-17
2773,925,11406,2008-08-22
2774,925,2450,1984-11-05
2775,925,2391,1989-08-29
2776,926,5104,1981-04-22
2777,926,1598,1989-04-13
2778,926,10402,2008-03-26
2779,927,11071,1993-02-11
2780,927,2709,2010-04-17
2781,927,4905,1978-11-17
2782,928,4757,1995-03-10
2783,928,5897,2010-03-27
2784,928,3054,1977-03-07
2785,929,6429,1983-11-04
2786,929,11875,1989-06-03
2787,929,3957,2006-06-02
2788,930,10950,2013-10-24
2789,930,10670,1991-03-05
2790,930,10080,2002-04-12
2791,931,9946,1994-10-19
2792,931,6098,1970-06-19
2793,931,6470,1998-06-07
2794,932,2998,1986-04-25
2795,932,8647,1989-03-10
2796,932,7455,1995-05-22
2797,933,3846,1993-04-05
2798,933,8317,1987-01-03
2799,933,8278,1999-06-14
2800,934,10023,2001-11-27
2801,934,10095,1990-04-24
2802,934,8251,1970-05-29
2803,935,5874,2011-01-16
2804,935,1480,1985-04-13
2805,935,929,1997-11-07
2806,936,2301,2003-01-27
2807,936,930,1985-06-17
2808,936,10969,1979-02-14
2809,937,10792,2010-10-10
2810,937,7133,2017-09-22
2811,937,8127,1998-08-24
2812,938,4364,1980-04-30
2813,938,10983,1977-01-23
2814,938,9828,1984-01-12
2815,939,4080,1998-04-25
2816,939,7940,1983-10-19
2817,939,8001,2000-12-10
2818,940,8262,2005-01-27
2819,940,9183,2014-04-13
2820,940,8767,1986-04-25
2821,941,8923,2015-05-14
2822,941,6845,1980-12-29
2823,941,8019,1999-08-08
2824,942,10819,1984-10-21
2825,942,8366,2017-08-19
2826,942,5123,2018-10-02
2827,943,9064,2019-01-13
2828,943,5835,1972-02-12
2829,943,1246,2017-07-24
2830,944,8571,1989-09-03
2831,944,3204,1975-03-03
2832,944,8194,1999-09-14
2833,945,2265,2008-10-06
2834,945,5945,1997-05-06
2835,945,7542,2001-02-24
2836,946,4151,2012-01-28
2837,946,1195,1995-11-28
