id,a_id,b_id,created_at,upated_at
2815,2966,1401,1971-06-23,1971-06-23
2816,3604,1401,1989-10-27,1989-10-27
2817,4044,1402,1973-08-03,1973-08-03
2818,2072,1402,2008-02-25,2008-02-25
2819,3358,1403,1982-09-11,1982-09-11
2820,2220,1403,2007-01-27,2007-01-27
2821,2399,1404,2013-03-16,2013-03-16
2822,1498,1405,2001-01-03,2001-01-03
2823,2201,1405,2019-02-07,2019-02-07
2824,149,1406,2019-04-03,2019-04-03
2825,4675,1406,1995-01-29,1995-01-29
2826,3973,1407,1970-11-22,1970-11-22
2827,1156,1408,2011-11-16,2011-11-16
2828,1027,1408,1970-06-29,1970-06-29
2829,1695,1409,1986-07-23,1986-07-23
2830,4102,1410,1975-04-12,1975-04-12
2831,4616,1411,1993-06-01,1993-06-01
2832,1045,1411,1993-06-21,1993-06-21
2833,1692,1411,2014-08-13,2014-08-13
2834,361,1412,2004-10-16,2004-10-16
2835,4260,1412,2015-03-30,2015-03-30
2836,2447,1413,1988-12-23,1988-12-23
2837,4000,1413,2013-12-20,2013-12-20
2838,4028,1414,2003-05-21,2003-05-21
2839,4438,1414,1970-09-16,1970-09-16
2840,2,1415,2003-12-10,2003-12-10
2841,4215,1415,1973-03-20,1973-03-20
2842,3021,1416,1998-01-27,1998-01-27
2843,2348,1416,1995-12-14,1995-12-14
2844,2296,1416,1990-12-14,1990-12-14
2845,1741,1417,1989-08-14,1989-08-14
2846,1834,1418,1970-09-21,1970-09-21
2847,3498,1418,2000-09-06,2000-09-06
2848,1942,1418,1987-09-30,1987-09-30
2849,3263,1419,1983-05-23,1983-05-23
2850,3389,1419,1971-03-18,1971-03-18
2851,3500,1419,2003-04-08,2003-04-08
2852,3854,1420,1990-04-13,1990-04-13
2853,3478,1420,2005-11-17,2005-11-17
2854,1264,1421,1976-07-19,1976-07-19
2855,3181,1421,2019-05-17,2019-05-17
2856,1750,1422,1989-04-18,1989-04-18
2857,4504,1422,2000-07-08,2000-07-08
2858,2650,1422,2003-01-21,2003-01-21
2859,1918,1423,1970-02-12,1970-02-12
2860,3269,1423,1974-06-20,1974-06-20
2861,3691,1423,1986-11-12,1986-11-12
2862,4438,1424,1980-06-12,1980-06-12
2863,1580,1425,1974-02-04,1974-02-04
2864,1520,1425,1971-01-23,1971-01-23
2865,3064,1426,2007-06-20,2007-06-20
2866,4098,1426,2011-07-24,2011-07-24
2867,1156,1427,1970-07-19,1970-07-19
2868,4390,1428,1986-03-19,1986-03-19
2869,2836,1429,2013-10-07,2013-10-07
2870,2929,1430,1979-04-19,1979-04-19
2871,957,1430,2005-03-05,2005-03-05
2872,879,1431,1987-06-11,1987-06-11
2873,4416,1431,1998-10-18,1998-10-18
2874,4273,1432,2010-04-13,2010-04-13
2875,2261,1432,1984-02-09,1984-02-09
2876,46,1433,2007-09-06,2007-09-06
2877,1586,1433,1977-06-29,1977-06-29
2878,2419,1433,1978-09-25,1978-09-25
2879,3733,1434,2009-10-05,2009-10-05
2880,2847,1434,2002-09-29,2002-09-29
2881,3222,1434,1975-07-03,1975-07-03
2882,4117,1435,1988-05-18,1988-05-18
2883,3294,1436,2019-03-05,2019-03-05
2884,269,1436,1993-01-08,1993-01-08
2885,2384,1436,2017-01-09,2017-01-09
2886,4605,1437,1972-05-29,1972-05-29
2887,904,1438,2009-05-11,2009-05-11
2888,520,1438,1995-08-28,1995-08-28
2889,3842,1439,2003-11-17,2003-11-17
2890,4858,1439,1976-12-22,1976-12-22
2891,4510,1439,2013-09-14,2013-09-14
2892,1365,1440,2001-06-03,2001-06-03
2893,3891,1441,2018-09-15,2018-09-15
2894,2943,1441,1984-04-11,1984-04-11
2895,2840,1442,1974-01-27,1974-01-27
2896,4636,1443,1970-05-17,1970-05-17
2897,2851,1444,2008-08-24,2008-08-24
2898,1323,1444,2020-08-10,2020-08-10
2899,1988,1444,2015-09-19,2015-09-19
2900,103,1445,2012-12-27,2012-12-27
2901,358,1446,2008-03-09,2008-03-09
2902,2746,1447,2007-08-15,2007-08-15
2903,216,1447,1996-11-09,1996-11-09
2904,2322,1447,2002-09-09,2002-09-09
2905,710,1448,1992-04-06,1992-04-06
2906,4552,1448,1992-05-22,1992-05-22
2907,1250,1448,1996-01-18,1996-01-18
2908,3112,1449,1993-06-24,1993-06-24
2909,4587,1449,1973-05-24,1973-05-24
2910,1376,1449,1993-05-28,1993-05-28
2911,2434,1450,2011-11-22,2011-11-22
2912,1465,1451,1981-10-13,1981-10-13
2913,1041,1452,1983-05-24,1983-05-24
2914,3928,1453,2007-11-05,2007-11-05
2915,3865,1453,2004-07-12,2004-07-12
2916,3353,1453,1988-06-26,1988-06-26
2917,4023,1454,2009-04-26,2009-04-26
2918,2738,1455,1986-02-24,1986-02-24
2919,3443,1456,2010-06-14,2010-06-14
2920,1287,1456,2008-10-23,2008-10-23
2921,3469,1456,2007-08-17,2007-08-17
2922,4737,1457,2016-04-11,2016-04-11
2923,899,1457,2015-01-09,2015-01-09
2924,3916,1457,1970-06-20,1970-06-20
2925,2,1458,2006-11-24,2006-11-24
2926,464,1458,2010-05-31,2010-05-31
2927,2499,1459,1996-07-18,1996-07-18
2928,2216,1459,1993-04-13,1993-04-13
2929,2075,1460,2018-02-26,2018-02-26
2930,4463,1460,2006-10-26,2006-10-26
2931,564,1460,1999-02-26,1999-02-26
2932,777,1461,1981-07-21,1981-07-21
2933,4062,1461,1994-01-30,1994-01-30
2934,2313,1461,2009-02-13,2009-02-13
2935,2391,1462,2001-12-07,2001-12-07
2936,3509,1462,1973-11-10,1973-11-10
2937,1778,1463,1982-11-30,1982-11-30
2938,4023,1463,1988-06-24,1988-06-24
2939,2148,1463,1983-06-24,1983-06-24
2940,2911,1464,1992-05-07,1992-05-07
2941,555,1464,1986-03-24,1986-03-24
2942,3357,1464,1993-08-31,1993-08-31
2943,3333,1465,1971-06-13,1971-06-13
2944,651,1465,1974-06-04,1974-06-04
2945,204,1465,2018-02-15,2018-02-15
2946,3673,1466,1997-05-24,1997-05-24
2947,4174,1466,2008-12-18,2008-12-18
2948,1383,1467,2006-07-14,2006-07-14
2949,4933,1468,1981-02-14,1981-02-14
2950,2,1468,1986-10-21,1986-10-21
2951,2373,1468,1997-05-09,1997-05-09
2952,3795,1469,1994-12-01,1994-12-01
2953,1448,1470,1970-07-29,1970-07-29
2954,1033,1471,2000-11-18,2000-11-18
2955,1336,1471,1973-05-24,1973-05-24
2956,384,1472,1991-07-26,1991-07-26
2957,2315,1472,1987-10-26,1987-10-26
2958,1228,1472,1997-11-14,1997-11-14
2959,1516,1473,1986-04-24,1986-04-24
2960,2974,1473,1995-07-15,1995-07-15
2961,1935,1473,1972-05-30,1972-05-30
2962,656,1474,1990-03-01,1990-03-01
2963,327,1474,1991-05-04,1991-05-04
2964,4250,1474,2011-08-30,2011-08-30
2965,3381,1475,1973-11-09,1973-11-09
2966,1234,1475,2017-12-11,2017-12-11
2967,3101,1475,2013-07-10,2013-07-10
2968,3255,1476,1990-10-04,1990-10-04
2969,4926,1476,1988-08-04,1988-08-04
2970,4139,1477,2005-06-20,2005-06-20
2971,3032,1477,1975-03-24,1975-03-24
2972,4915,1478,1975-10-11,1975-10-11
2973,4978,1479,1991-09-29,1991-09-29
2974,4028,1480,2005-01-24,2005-01-24
2975,2901,1480,1984-05-16,1984-05-16
2976,2439,1480,2010-04-14,2010-04-14
2977,1986,1481,2015-12-22,2015-12-22
2978,1626,1481,1981-05-20,1981-05-20
2979,2322,1481,2014-08-19,2014-08-19
2980,993,1482,1978-01-20,1978-01-20
2981,4927,1482,2020-10-19,2020-10-19
2982,3504,1482,1997-12-22,1997-12-22
2983,2679,1483,2005-12-24,2005-12-24
2984,895,1483,1981-06-18,1981-06-18
2985,3318,1483,1985-07-19,1985-07-19
2986,2311,1484,2002-07-18,2002-07-18
2987,4363,1484,2017-05-13,2017-05-13
2988,1899,1485,1993-08-30,1993-08-30
2989,2286,1485,2010-10-01,2010-10-01
2990,2421,1485,2013-12-23,2013-12-23
2991,632,1486,1989-10-26,1989-10-26
2992,612,1487,1970-07-23,1970-07-23
2993,2835,1487,2014-12-10,2014-12-10
2994,1616,1488,2001-02-01,2001-02-01
2995,286,1489,2019-09-07,2019-09-07
2996,402,1490,2019-02-21,2019-02-21
2997,1209,1491,1976-12-04,1976-12-04
2998,4156,1491,2004-12-15,2004-12-15
2999,2171,1491,1989-10-21,1989-10-21
3000,1892,1492,2009-08-01,2009-08-01
3001,2104,1493,2012-01-07,2012-01-07
3002,1490,1493,1979-06-06,1979-06-06
3003,12,1493,1977-04-25,1977-04-25
3004,4481,1494,1979-12-05,1979-12-05
3005,3906,1495,2018-10-04,2018-10-04
3006,1681,1495,1991-09-27,1991-09-27
3007,3448,1496,2014-08-25,2014-08-25
3008,4554,1496,1972-02-24,1972-02-24
3009,2203,1497,2018-12-18,2018-12-18
3010,4249,1498,2011-08-31,2011-08-31
3011,3198,1498,1986-02-12,1986-02-12
3012,2230,1499,1972-06-13,1972-06-13
3013,99,1500,1992-09-20,1992-09-20
3014,3596,1500,1998-03-11,1998-03-11
3015,4010,1500,2021-03-15,2021-03-15
3016,2137,1501,1975-05-31,1975-05-31
3017,139,1502,2004-02-19,2004-02-19
3018,286,1502,2011-02-06,2011-02-06
3019,1657,1503,2016-11-17,2016-11-17
3020,1077,1504,1980-10-11,1980-10-11
3021,215,1504,2011-06-23,2011-06-23
3022,3378,1505,1992-12-06,1992-12-06
3023,2793,1505,2011-10-22,2011-10-22
3024,4147,1505,1990-12-25,1990-12-25
3025,4132,1506,1988-12-24,1988-12-24
3026,488,1506,2010-12-30,2010-12-30
3027,1164,1507,2005-02-24,2005-02-24
3028,4634,1507,1985-01-05,1985-01-05
3029,3346,1508,1996-04-08,1996-04-08
3030,308,1509,1994-06-08,1994-06-08
3031,3179,1510,2018-11-30,2018-11-30
3032,2216,1511,2003-01-16,2003-01-16
3033,1224,1511,1972-09-06,1972-09-06
3034,4126,1512,1972-09-11,1972-09-11
3035,2328,1512,1993-04-27,1993-04-27
3036,235,1513,1978-02-04,1978-02-04
3037,3910,1513,2016-04-23,2016-04-23
3038,4166,1513,1993-05-18,1993-05-18
3039,4582,1514,2006-01-18,2006-01-18
3040,2024,1514,2002-07-09,2002-07-09
3041,2,1515,1996-04-25,1996-04-25
3042,3023,1516,2016-04-26,2016-04-26
3043,1778,1516,2019-08-26,2019-08-26
3044,4825,1517,2014-03-27,2014-03-27
3045,4183,1518,1983-08-31,1983-08-31
3046,939,1518,1989-01-31,1989-01-31
3047,3693,1518,2018-06-05,2018-06-05
3048,3852,1519,1971-02-06,1971-02-06
3049,2408,1519,1989-02-15,1989-02-15
3050,2095,1519,1993-04-02,1993-04-02
3051,4571,1520,2018-05-20,2018-05-20
3052,3450,1520,1989-06-04,1989-06-04
3053,3108,1521,1988-09-19,1988-09-19
3054,4826,1521,1972-03-06,1972-03-06
3055,4067,1521,1996-07-02,1996-07-02
3056,4683,1522,2001-12-29,2001-12-29
3057,3185,1523,1984-08-12,1984-08-12
3058,3985,1524,2002-10-20,2002-10-20
3059,617,1525,1981-12-03,1981-12-03
3060,1071,1526,1981-03-24,1981-03-24
3061,641,1526,2010-12-16,2010-12-16
3062,1590,1527,2011-03-07,2011-03-07
3063,2959,1527,1986-02-13,1986-02-13
3064,3985,1527,1989-11-27,1989-11-27
3065,4905,1528,1990-02-09,1990-02-09
3066,2183,1528,2007-07-02,2007-07-02
3067,2499,1529,1991-10-19,1991-10-19
3068,1577,1529,1976-02-24,1976-02-24
3069,589,1530,1974-09-25,1974-09-25
3070,952,1530,2018-10-03,2018-10-03
3071,3807,1531,2007-09-09,2007-09-09
3072,4002,1532,2010-10-26,2010-10-26
3073,1591,1532,2011-02-24,2011-02-24
3074,1709,1532,2016-11-20,2016-11-20
3075,2357,1533,1993-07-27,1993-07-27
3076,4480,1534,2018-07-29,2018-07-29
3077,2980,1534,1983-12-27,1983-12-27
3078,4419,1535,2013-02-20,2013-02-20
3079,121,1535,1974-03-06,1974-03-06
3080,1045,1535,2000-04-09,2000-04-09
3081,4914,1536,2011-09-24,2011-09-24
3082,4266,1536,2019-05-20,2019-05-20
3083,1521,1536,1989-08-20,1989-08-20
3084,895,1537,1999-11-03,1999-11-03
3085,215,1537,2013-06-01,2013-06-01
3086,3010,1538,2016-07-05,2016-07-05
3087,3319,1538,1975-05-15,1975-05-15
3088,2973,1538,1984-08-21,1984-08-21
3089,321,1539,2009-10-06,2009-10-06
3090,606,1539,1981-01-26,1981-01-26
3091,4832,1540,2009-06-11,2009-06-11
3092,3715,1541,1999-02-05,1999-02-05
3093,1265,1541,2002-07-04,2002-07-04
3094,4030,1542,1979-03-17,1979-03-17
3095,1560,1542,1977-09-23,1977-09-23
3096,689,1542,2015-01-05,2015-01-05
3097,718,1543,2011-02-26,2011-02-26
3098,1737,1543,2007-08-06,2007-08-06
3099,223,1543,1973-05-19,1973-05-19
3100,3340,1544,2012-02-01,2012-02-01
3101,919,1544,1991-08-13,1991-08-13
3102,4702,1545,2012-01-13,2012-01-13
3103,3797,1545,1989-11-18,1989-11-18
3104,4415,1545,2016-01-12,2016-01-12
3105,1942,1546,1989-03-05,1989-03-05
3106,55,1546,2012-03-24,2012-03-24
3107,3479,1546,2003-10-15,2003-10-15
3108,2725,1547,2011-10-25,2011-10-25
3109,3516,1547,1994-02-21,1994-02-21
3110,4934,1548,1995-04-05,1995-04-05
3111,244,1548,2007-03-09,2007-03-09
3112,2590,1549,2004-05-15,2004-05-15
3113,1205,1549,2004-04-17,2004-04-17
3114,2746,1550,1999-07-17,1999-07-17
3115,858,1551,2013-07-13,2013-07-13
3116,1935,1551,2018-09-12,2018-09-12
3117,4731,1551,1999-05-10,1999-05-10
3118,2889,1552,2017-10-10,2017-10-10
3119,4395,1552,1994-08-27,1994-08-27
3120,3013,1553,2020-11-17,2020-11-17
3121,3183,1553,1987-11-03,1987-11-03
3122,3110,1553,1980-01-07,1980-01-07
3123,1960,1554,1973-06-06,1973-06-06
3124,2213,1555,2015-05-30,2015-05-30
3125,4776,1555,2015-06-25,2015-06-25
3126,3962,1555,1977-09-10,1977-09-10
3127,1007,1556,1978-04-16,1978-04-16
3128,34,1556,2011-02-25,2011-02-25
3129,1417,1557,2010-05-18,2010-05-18
3130,3815,1557,1975-03-11,1975-03-11
3131,2848,1557,1998-04-23,1998-04-23
3132,383,1558,2001-07-06,2001-07-06
3133,462,1558,1987-08-20,1987-08-20
3134,1550,1558,1990-04-15,1990-04-15
3135,491,1559,2000-07-03,2000-07-03
3136,2278,1559,1970-06-22,1970-06-22
3137,4560,1559,2008-06-01,2008-06-01
3138,2920,1560,1997-04-17,1997-04-17
3139,856,1560,1972-06-02,1972-06-02
3140,3347,1561,1987-10-04,1987-10-04
3141,2120,1562,2013-09-11,2013-09-11
3142,2867,1562,2018-05-20,2018-05-20
3143,1373,1562,2017-06-09,2017-06-09
3144,1068,1563,2005-06-09,2005-06-09
3145,815,1563,1989-01-11,1989-01-11
3146,668,1563,2003-12-19,2003-12-19
3147,1399,1564,1978-07-30,1978-07-30
3148,2052,1564,2005-03-05,2005-03-05
3149,3517,1564,2020-05-22,2020-05-22
3150,1446,1565,2016-04-13,2016-04-13
3151,916,1566,2015-08-18,2015-08-18
3152,798,1566,2014-08-23,2014-08-23
3153,1855,1566,1976-11-04,1976-11-04
3154,4319,1567,1990-09-21,1990-09-21
3155,2264,1567,1978-06-05,1978-06-05
3156,200,1568,2012-10-06,2012-10-06
3157,2442,1568,1983-11-23,1983-11-23
3158,1377,1569,1991-08-25,1991-08-25
3159,1720,1570,2001-09-06,2001-09-06
3160,3286,1571,1982-01-08,1982-01-08
3161,4641,1571,1986-06-23,1986-06-23
3162,2747,1571,1972-06-11,1972-06-11
3163,1544,1572,1985-01-11,1985-01-11
3164,3441,1573,2014-09-25,2014-09-25
3165,2362,1573,1997-01-03,1997-01-03
3166,2519,1574,1998-10-07,1998-10-07
3167,3875,1575,1999-08-19,1999-08-19
3168,1658,1575,2003-11-24,2003-11-24
3169,280,1575,2014-07-18,2014-07-18
3170,2597,1576,2012-07-26,2012-07-26
3171,174,1576,2002-09-25,2002-09-25
3172,3991,1576,2017-11-01,2017-11-01
3173,2005,1577,1983-05-04,1983-05-04
3174,1229,1578,1991-07-10,1991-07-10
3175,3781,1579,1988-07-04,1988-07-04
3176,4504,1580,1973-12-31,1973-12-31
3177,3667,1580,2003-05-03,2003-05-03
3178,1964,1580,2015-06-27,2015-06-27
3179,1978,1581,2015-05-11,2015-05-11
3180,2480,1581,2015-03-23,2015-03-23
3181,3372,1581,1974-12-25,1974-12-25
3182,3295,1582,2011-08-05,2011-08-05
3183,3090,1583,2011-04-03,2011-04-03
3184,2128,1584,1976-02-20,1976-02-20
3185,222,1585,1981-09-04,1981-09-04
3186,2554,1585,2000-04-01,2000-04-01
3187,4862,1585,1983-08-06,1983-08-06
3188,3036,1586,1992-02-17,1992-02-17
3189,4057,1586,2019-05-21,2019-05-21
3190,1325,1587,2003-02-21,2003-02-21
3191,1065,1587,1996-07-26,1996-07-26
3192,582,1588,2010-10-15,2010-10-15
3193,3547,1588,1983-03-29,1983-03-29
3194,2186,1588,2018-06-27,2018-06-27
3195,1933,1589,1980-04-02,1980-04-02
3196,3055,1589,1993-08-22,1993-08-22
3197,249,1590,1996-03-18,1996-03-18
3198,3093,1591,2003-03-17,2003-03-17
3199,478,1591,1973-11-01,1973-11-01
3200,3455,1591,1979-12-04,1979-12-04
3201,883,1592,1999-04-20,1999-04-20
3202,4705,1592,1995-09-01,1995-09-01
3203,3943,1593,1994-07-23,1994-07-23
3204,4756,1594,1995-09-05,1995-09-05
3205,742,1594,1983-02-11,1983-02-11
3206,4223,1595,1970-06-14,1970-06-14
3207,4692,1596,1979-01-31,1979-01-31
3208,686,1596,1983-08-11,1983-08-11
3209,3828,1596,1983-12-23,1983-12-23
3210,3782,1597,1984-01-08,1984-01-08
3211,4167,1597,1989-04-23,1989-04-23
3212,2217,1598,1975-12-15,1975-12-15
3213,3544,1599,1973-02-18,1973-02-18
3214,899,1599,1996-07-13,1996-07-13
3215,2755,1600,2010-04-01,2010-04-01
3216,2821,1601,1992-12-11,1992-12-11
3217,2043,1601,1977-01-21,1977-01-21
3218,1029,1602,1993-08-10,1993-08-10
3219,2862,1602,1982-05-03,1982-05-03
3220,2421,1603,1974-04-25,1974-04-25
3221,198,1603,2000-07-06,2000-07-06
3222,3483,1604,2010-08-14,2010-08-14
3223,2379,1604,2016-05-20,2016-05-20
3224,1495,1604,2019-08-17,2019-08-17
3225,375,1605,1991-04-13,1991-04-13
3226,2537,1605,1994-11-09,1994-11-09
3227,2161,1606,2018-10-31,2018-10-31
3228,4494,1607,1977-04-14,1977-04-14
3229,1479,1607,2016-12-03,2016-12-03
3230,1971,1607,1981-04-05,1981-04-05
3231,678,1608,2017-05-04,2017-05-04
3232,4280,1608,1971-04-02,1971-04-02
3233,2065,1608,1970-09-28,1970-09-28
3234,1613,1609,1994-06-09,1994-06-09
3235,3671,1609,1982-04-16,1982-04-16
3236,2070,1610,2018-03-02,2018-03-02
3237,4407,1610,2007-10-13,2007-10-13
3238,633,1611,2010-07-09,2010-07-09
3239,1935,1611,1990-11-30,1990-11-30
3240,1299,1612,2005-10-19,2005-10-19
3241,4784,1613,2007-12-08,2007-12-08
3242,4331,1614,1988-12-04,1988-12-04
3243,116,1614,1994-03-29,1994-03-29
3244,3641,1615,2000-08-20,2000-08-20
3245,3902,1616,1992-10-21,1992-10-21
3246,132,1617,2005-05-07,2005-05-07
3247,1657,1618,2013-09-24,2013-09-24
3248,803,1619,1976-05-26,1976-05-26
3249,1018,1619,1971-12-04,1971-12-04
3250,1244,1620,1997-11-27,1997-11-27
3251,2057,1620,2007-10-18,2007-10-18
3252,1235,1621,2007-12-01,2007-12-01
3253,4863,1621,2011-03-14,2011-03-14
3254,3768,1622,2020-07-17,2020-07-17
3255,4578,1622,1996-05-09,1996-05-09
3256,2763,1623,1984-12-19,1984-12-19
3257,3821,1624,2016-02-28,2016-02-28
3258,2613,1624,1990-05-04,1990-05-04
3259,1925,1624,2000-04-18,2000-04-18
3260,3122,1625,1977-01-10,1977-01-10
3261,4062,1625,2018-01-29,2018-01-29
3262,2116,1625,2017-02-13,2017-02-13
3263,3396,1626,1998-01-12,1998-01-12
3264,3000,1626,2010-04-17,2010-04-17
3265,4038,1626,2003-07-10,2003-07-10
3266,1536,1627,1991-04-19,1991-04-19
3267,407,1627,1980-09-16,1980-09-16
3268,3543,1627,2011-11-22,2011-11-22
3269,3419,1628,1972-04-11,1972-04-11
3270,452,1628,1989-01-16,1989-01-16
3271,1886,1628,2012-05-20,2012-05-20
3272,3598,1629,1971-05-03,1971-05-03
3273,861,1630,2014-07-05,2014-07-05
3274,1700,1630,1990-09-24,1990-09-24
3275,4315,1630,1991-06-18,1991-06-18
3276,1407,1631,1991-06-08,1991-06-08
3277,3609,1631,2019-09-04,2019-09-04
3278,362,1632,1993-05-03,1993-05-03
3279,3014,1633,1989-12-27,1989-12-27
3280,51,1634,1975-02-12,1975-02-12
3281,3874,1634,1992-12-24,1992-12-24
3282,2250,1635,2007-07-07,2007-07-07
3283,4023,1635,1982-04-28,1982-04-28
3284,157,1635,2008-11-11,2008-11-11
3285,3596,1636,1977-04-16,1977-04-16
3286,4933,1637,1985-03-27,1985-03-27
3287,4059,1637,1997-01-07,1997-01-07
3288,972,1638,2002-11-06,2002-11-06
3289,1184,1639,1999-10-23,1999-10-23
3290,1062,1639,2016-11-20,2016-11-20
3291,845,1640,1971-09-12,1971-09-12
3292,3427,1640,2016-08-14,2016-08-14
3293,2770,1640,1972-07-04,1972-07-04
3294,2598,1641,2000-02-04,2000-02-04
3295,4453,1641,1995-10-17,1995-10-17
3296,748,1641,1985-08-08,1985-08-08
3297,1752,1642,1971-03-29,1971-03-29
3298,2831,1642,1978-12-04,1978-12-04
3299,4377,1642,1995-02-11,1995-02-11
3300,3820,1643,1993-11-30,1993-11-30
3301,1610,1643,1996-11-14,1996-11-14
3302,161,1643,1971-01-18,1971-01-18
3303,2106,1644,2001-07-04,2001-07-04
3304,2447,1645,2020-03-15,2020-03-15
3305,1050,1645,1973-04-03,1973-04-03
3306,3598,1646,1994-05-24,1994-05-24
3307,3504,1647,2003-05-09,2003-05-09
3308,547,1648,1982-05-06,1982-05-06
3309,1443,1648,1999-01-14,1999-01-14
3310,3138,1649,1982-07-11,1982-07-11
3311,3565,1649,1999-04-12,1999-04-12
3312,1540,1649,1994-03-28,1994-03-28
3313,3607,1650,1989-05-13,1989-05-13
3314,3929,1650,2016-02-24,2016-02-24
3315,405,1650,2015-12-02,2015-12-02
3316,3924,1651,2001-02-25,2001-02-25
3317,3857,1652,2011-04-24,2011-04-24
3318,468,1653,1991-01-12,1991-01-12
3319,2556,1654,2012-07-27,2012-07-27
3320,3711,1655,1988-12-02,1988-12-02
3321,2220,1655,2003-01-09,2003-01-09
3322,218,1655,2003-09-20,2003-09-20
3323,780,1656,1977-11-04,1977-11-04
3324,4730,1657,2001-12-08,2001-12-08
3325,4780,1658,2019-11-15,2019-11-15
3326,4896,1658,1998-01-22,1998-01-22
3327,3792,1658,2008-11-19,2008-11-19
3328,4715,1659,1993-08-13,1993-08-13
3329,902,1659,2006-07-08,2006-07-08
3330,4767,1659,1986-02-20,1986-02-20
3331,2831,1660,2015-12-27,2015-12-27
3332,1128,1660,1988-03-07,1988-03-07
3333,1053,1660,2015-07-01,2015-07-01
3334,3627,1661,1982-02-05,1982-02-05
3335,887,1661,1994-07-23,1994-07-23
3336,2876,1661,1986-08-22,1986-08-22
3337,2073,1662,2006-06-02,2006-06-02
3338,3729,1663,2007-05-21,2007-05-21
3339,4064,1664,2002-09-05,2002-09-05
3340,2599,1664,1980-12-26,1980-12-26
3341,3648,1665,1999-12-25,1999-12-25
3342,3223,1665,1986-06-25,1986-06-25
3343,2306,1666,2007-04-12,2007-04-12
3344,4247,1667,2013-07-06,2013-07-06
3345,3716,1667,2020-03-02,2020-03-02
3346,3735,1667,2019-03-29,2019-03-29
3347,922,1668,1998-06-02,1998-06-02
3348,3199,1668,1990-10-23,1990-10-23
3349,2822,1668,2004-01-16,2004-01-16
3350,4562,1669,1991-10-19,1991-10-19
3351,4432,1669,1973-11-02,1973-11-02
3352,4726,1669,2011-07-15,2011-07-15
3353,668,1670,1970-04-21,1970-04-21
3354,4461,1670,2017-10-07,2017-10-07
3355,4505,1670,2005-02-28,2005-02-28
3356,2526,1671,1984-08-13,1984-08-13
3357,4254,1671,2011-07-27,2011-07-27
3358,4008,1672,2021-02-24,2021-02-24
3359,2083,1673,2014-06-27,2014-06-27
3360,4646,1674,2007-07-28,2007-07-28
3361,283,1675,2014-06-16,2014-06-16
3362,4543,1676,2012-08-15,2012-08-15
3363,3210,1676,2000-10-23,2000-10-23
3364,4434,1677,2012-05-13,2012-05-13
3365,4882,1678,1977-07-11,1977-07-11
3366,1157,1678,1988-11-12,1988-11-12
3367,2950,1679,1986-09-28,1986-09-28
3368,2826,1679,1993-02-01,1993-02-01
3369,718,1680,1998-03-07,1998-03-07
3370,2017,1680,2018-10-19,2018-10-19
3371,617,1680,1975-02-22,1975-02-22
3372,4029,1681,2009-01-09,2009-01-09
3373,4600,1681,2015-02-09,2015-02-09
3374,1535,1682,2014-06-26,2014-06-26
3375,42,1682,1972-07-14,1972-07-14
3376,1802,1683,1974-07-16,1974-07-16
3377,2216,1684,2012-05-12,2012-05-12
3378,1751,1684,1999-02-23,1999-02-23
3379,2509,1685,2013-06-30,2013-06-30
3380,1595,1686,2016-12-09,2016-12-09
3381,384,1687,2020-07-31,2020-07-31
3382,4485,1687,2004-01-31,2004-01-31
3383,4041,1687,1977-01-24,1977-01-24
3384,4274,1688,1972-09-23,1972-09-23
3385,2285,1689,2003-02-20,2003-02-20
3386,1134,1690,2016-08-13,2016-08-13
3387,690,1690,1995-04-29,1995-04-29
3388,1410,1690,2009-10-17,2009-10-17
3389,3760,1691,1988-11-04,1988-11-04
3390,3225,1691,1987-01-05,1987-01-05
3391,2351,1691,1984-07-04,1984-07-04
3392,3854,1692,1991-10-01,1991-10-01
3393,2664,1693,1997-06-06,1997-06-06
3394,3692,1694,1995-09-24,1995-09-24
3395,947,1694,1989-07-14,1989-07-14
3396,994,1694,1984-09-01,1984-09-01
3397,4753,1695,1993-10-18,1993-10-18
3398,3020,1695,1993-09-18,1993-09-18
3399,3484,1695,1989-08-09,1989-08-09
3400,2216,1696,1977-06-12,1977-06-12
3401,2271,1696,2008-05-27,2008-05-27
3402,3529,1697,1980-02-07,1980-02-07
3403,1775,1697,1974-07-14,1974-07-14
3404,3838,1697,2000-12-26,2000-12-26
3405,3295,1698,1976-08-17,1976-08-17
3406,1179,1699,1970-05-11,1970-05-11
3407,637,1699,2009-03-17,2009-03-17
3408,1976,1699,1997-12-28,1997-12-28
3409,28,1700,2016-11-08,2016-11-08
3410,1053,1701,2013-09-22,2013-09-22
3411,957,1701,2004-01-14,2004-01-14
3412,69,1701,2020-05-31,2020-05-31
3413,892,1702,2004-06-11,2004-06-11
3414,1393,1702,1992-05-28,1992-05-28
3415,4365,1703,1979-04-12,1979-04-12
3416,1888,1704,2018-07-03,2018-07-03
3417,4056,1705,1993-06-30,1993-06-30
3418,556,1705,2009-12-02,2009-12-02
3419,2140,1705,1991-05-01,1991-05-01
3420,923,1706,1974-05-26,1974-05-26
3421,2475,1706,1983-05-12,1983-05-12
3422,1809,1706,1996-02-24,1996-02-24
3423,4264,1707,1975-08-22,1975-08-22
3424,3353,1708,2011-04-25,2011-04-25
3425,2173,1709,2010-01-23,2010-01-23
3426,4012,1709,1980-05-30,1980-05-30
3427,1533,1710,2011-04-21,2011-04-21
