s_id,title,type,created_at,upated_at
1226,arrive,category,1971-11-24,1971-11-24
1227,also,author,2009-10-07,2009-10-07
1228,example,author,1993-12-26,1993-12-26
1229,political,category,1982-04-21,1982-04-21
1230,huge,category,2009-11-02,2009-11-02
1231,often,tests,2019-09-13,2019-09-13
1232,safe,category,1979-07-27,1979-07-27
1233,parent,author,1999-12-17,1999-12-17
1234,news,tests,2017-12-07,2017-12-07
1235,building,category,2010-03-03,2010-03-03
1236,amount,tests,2001-11-20,2001-11-20
1237,relate,category,2020-09-01,2020-09-01
1238,treat,authors,1973-10-19,1973-10-19
1239,design,author,2020-04-16,2020-04-16
1240,family,authors,1999-03-05,1999-03-05
1241,whose,author,1972-03-25,1972-03-25
1242,their,category,1978-01-04,1978-01-04
1243,general,category,1999-05-04,1999-05-04
1244,rock,author,1998-01-16,1998-01-16
1245,far,author,1986-06-21,1986-06-21
1246,speech,authors,1972-06-27,1972-06-27
1247,add,tests,1993-11-11,1993-11-11
1248,number,author,1985-04-01,1985-04-01
1249,well,category,1997-09-08,1997-09-08
1250,a,tests,2003-11-13,2003-11-13
1251,last,category,2016-04-16,2016-04-16
1252,especially,authors,1998-08-10,1998-08-10
1253,along,author,1987-10-10,1987-10-10
1254,run,authors,1975-06-15,1975-06-15
1255,somebody,author,2018-08-17,2018-08-17
1256,use,category,2016-06-19,2016-06-19
1257,seem,tests,2019-08-11,2019-08-11
1258,Republican,category,2001-01-21,2001-01-21
1259,manager,tests,1997-01-25,1997-01-25
1260,know,category,1982-08-01,1982-08-01
1261,write,tests,1983-02-14,1983-02-14
1262,interest,tests,2016-10-10,2016-10-10
1263,nearly,category,1972-07-14,1972-07-14
1264,color,tests,2002-06-18,2002-06-18
1265,sound,tests,1990-11-18,1990-11-18
1266,author,tests,2000-05-26,2000-05-26
1267,through,authors,1982-02-04,1982-02-04
1268,woman,category,1999-09-14,1999-09-14
1269,across,category,1985-09-08,1985-09-08
1270,century,author,2015-08-09,2015-08-09
1271,southern,tests,1982-07-31,1982-07-31
1272,left,authors,1990-12-08,1990-12-08
1273,draw,author,2017-03-17,2017-03-17
1274,should,author,2020-04-15,2020-04-15
1275,likely,author,2008-03-29,2008-03-29
1276,stop,tests,2012-07-15,2012-07-15
1277,student,authors,2016-08-02,2016-08-02
1278,who,author,1972-10-18,1972-10-18
1279,certainly,authors,1990-03-26,1990-03-26
1280,spend,tests,2018-10-25,2018-10-25
1281,civil,author,1986-10-06,1986-10-06
1282,year,author,2002-03-28,2002-03-28
1283,dog,category,2008-06-08,2008-06-08
1284,ago,author,1985-06-27,1985-06-27
1285,official,category,2008-02-07,2008-02-07
1286,road,authors,2007-07-17,2007-07-17
1287,commercial,author,1986-07-05,1986-07-05
1288,prevent,tests,2019-01-24,2019-01-24
1289,dinner,author,1971-09-12,1971-09-12
1290,sure,authors,1999-10-15,1999-10-15
1291,debate,author,2017-01-29,2017-01-29
1292,surface,tests,1986-04-15,1986-04-15
1293,ok,tests,1988-05-31,1988-05-31
1294,analysis,tests,1996-06-26,1996-06-26
1295,blood,author,2007-03-16,2007-03-16
1296,main,author,1988-04-21,1988-04-21
1297,science,author,1981-04-18,1981-04-18
1298,product,authors,1989-07-09,1989-07-09
1299,what,author,1996-07-11,1996-07-11
1300,event,tests,2013-01-09,2013-01-09
1301,our,author,1990-03-03,1990-03-03
1302,pick,author,2012-04-10,2012-04-10
1303,office,authors,2011-06-01,2011-06-01
1304,begin,category,1993-06-02,1993-06-02
1305,there,author,1998-11-23,1998-11-23
1306,industry,author,2003-10-18,2003-10-18
1307,specific,category,2011-05-06,2011-05-06
1308,game,authors,2017-10-04,2017-10-04
1309,until,tests,1991-10-04,1991-10-04
1310,argue,category,2000-06-09,2000-06-09
1311,Congress,category,1978-05-22,1978-05-22
1312,provide,category,2020-06-01,2020-06-01
1313,want,authors,1998-06-02,1998-06-02
1314,couple,authors,1979-12-11,1979-12-11
1315,leg,authors,1997-06-19,1997-06-19
1316,control,tests,2000-06-20,2000-06-20
1317,common,authors,2012-01-07,2012-01-07
1318,weight,author,1995-10-03,1995-10-03
1319,agency,author,1987-05-08,1987-05-08
1320,executive,authors,1970-10-25,1970-10-25
1321,behavior,tests,1978-12-18,1978-12-18
1322,step,category,2011-08-18,2011-08-18
1323,government,authors,2015-07-12,2015-07-12
1324,young,author,1975-10-31,1975-10-31
1325,range,category,1999-07-11,1999-07-11
1326,so,author,1994-11-10,1994-11-10
1327,capital,author,2004-04-22,2004-04-22
1328,brother,authors,1972-11-30,1972-11-30
1329,lay,tests,1988-04-21,1988-04-21
1330,learn,tests,1997-04-30,1997-04-30
1331,table,category,1995-12-28,1995-12-28
1332,building,tests,1975-11-01,1975-11-01
1333,financial,author,1985-03-06,1985-03-06
1334,significant,authors,1997-12-31,1997-12-31
1335,perhaps,category,2002-03-31,2002-03-31
1336,provide,tests,1978-01-19,1978-01-19
1337,item,author,1998-03-29,1998-03-29
1338,research,author,2016-04-06,2016-04-06
1339,voice,tests,1991-12-03,1991-12-03
1340,line,authors,2013-11-30,2013-11-30
1341,community,author,2003-10-06,2003-10-06
1342,past,tests,2002-02-04,2002-02-04
1343,support,author,1975-10-08,1975-10-08
1344,laugh,author,1995-03-26,1995-03-26
1345,career,authors,1977-03-22,1977-03-22
1346,start,category,1970-04-16,1970-04-16
1347,very,author,1995-03-13,1995-03-13
1348,available,category,2008-01-10,2008-01-10
1349,lot,category,1971-10-10,1971-10-10
1350,sister,tests,2011-03-28,2011-03-28
1351,none,author,2010-03-12,2010-03-12
1352,less,tests,1983-09-26,1983-09-26
1353,put,authors,2016-07-11,2016-07-11
1354,interest,tests,2018-05-31,2018-05-31
1355,return,authors,1976-12-01,1976-12-01
1356,gun,authors,1995-06-12,1995-06-12
1357,gas,tests,1989-10-21,1989-10-21
1358,ago,tests,2001-01-03,2001-01-03
1359,newspaper,author,2000-03-19,2000-03-19
1360,international,author,1981-03-31,1981-03-31
1361,part,author,2019-03-19,2019-03-19
1362,later,category,2005-01-08,2005-01-08
1363,choose,authors,2005-10-20,2005-10-20
1364,beautiful,author,1975-12-27,1975-12-27
1365,blood,authors,1985-10-17,1985-10-17
1366,into,tests,2007-12-11,2007-12-11
1367,station,author,1977-10-28,1977-10-28
1368,garden,author,1995-02-16,1995-02-16
1369,shoulder,tests,2004-11-19,2004-11-19
1370,yeah,category,1970-08-29,1970-08-29
1371,you,authors,2017-06-01,2017-06-01
1372,owner,authors,1971-11-25,1971-11-25
1373,outside,author,1993-02-20,1993-02-20
1374,technology,author,1982-08-06,1982-08-06
1375,seem,authors,1993-07-26,1993-07-26
1376,lay,category,1991-02-05,1991-02-05
1377,teach,authors,1977-08-12,1977-08-12
1378,enough,authors,2017-01-22,2017-01-22
1379,whether,authors,2020-07-28,2020-07-28
1380,until,authors,1984-10-31,1984-10-31
1381,success,authors,1977-09-11,1977-09-11
1382,task,author,2009-09-09,2009-09-09
1383,tough,authors,1971-04-01,1971-04-01
1384,there,category,1979-12-23,1979-12-23
1385,school,tests,2016-08-03,2016-08-03
1386,east,author,2001-03-17,2001-03-17
1387,so,category,1982-07-21,1982-07-21
1388,provide,tests,1998-02-09,1998-02-09
1389,market,author,1999-12-13,1999-12-13
1390,offer,author,1972-10-19,1972-10-19
1391,expert,tests,1995-04-08,1995-04-08
1392,well,author,1972-05-28,1972-05-28
1393,need,author,2007-10-05,2007-10-05
1394,production,tests,1992-03-28,1992-03-28
1395,mother,tests,1977-01-11,1977-01-11
1396,thank,category,1982-09-18,1982-09-18
1397,mention,author,1984-09-15,1984-09-15
1398,surface,authors,1993-09-10,1993-09-10
1399,rate,tests,1993-09-07,1993-09-07
1400,bring,author,1989-02-24,1989-02-24
1401,explain,tests,2000-03-15,2000-03-15
1402,call,authors,1975-05-07,1975-05-07
1403,well,author,2004-03-04,2004-03-04
1404,behind,authors,1975-03-02,1975-03-02
1405,off,author,1999-03-10,1999-03-10
1406,task,category,1980-01-15,1980-01-15
1407,painting,tests,2010-07-29,2010-07-29
1408,leave,tests,1984-05-17,1984-05-17
1409,tend,authors,2015-12-31,2015-12-31
1410,tend,tests,1996-03-13,1996-03-13
1411,fill,category,1976-06-24,1976-06-24
1412,once,tests,2006-12-09,2006-12-09
1413,camera,author,1972-05-11,1972-05-11
1414,carry,authors,1985-01-30,1985-01-30
1415,leave,tests,1995-09-11,1995-09-11
1416,life,tests,1980-03-12,1980-03-12
1417,reflect,category,2004-01-22,2004-01-22
1418,law,tests,1986-05-07,1986-05-07
1419,today,authors,2019-07-09,2019-07-09
1420,although,author,1971-08-05,1971-08-05
1421,development,tests,1992-02-05,1992-02-05
1422,necessary,category,1988-02-16,1988-02-16
1423,interesting,author,1997-12-18,1997-12-18
1424,market,tests,1971-10-06,1971-10-06
1425,new,category,2013-11-24,2013-11-24
1426,give,category,1995-03-21,1995-03-21
1427,face,author,2020-02-23,2020-02-23
1428,society,category,2012-08-02,2012-08-02
1429,Mr,category,1978-01-14,1978-01-14
1430,who,author,1985-02-09,1985-02-09
1431,one,authors,1980-01-31,1980-01-31
1432,discussion,tests,2003-03-22,2003-03-22
1433,affect,tests,1982-01-21,1982-01-21
1434,while,category,2012-03-11,2012-03-11
1435,realize,authors,1986-08-09,1986-08-09
1436,detail,category,2003-12-28,2003-12-28
1437,view,category,1999-09-13,1999-09-13
1438,southern,tests,2003-01-30,2003-01-30
1439,conference,author,2005-08-02,2005-08-02
1440,bring,authors,2008-12-30,2008-12-30
1441,election,tests,2011-01-13,2011-01-13
1442,home,author,2012-10-05,2012-10-05
1443,none,author,1983-06-25,1983-06-25
1444,sister,author,1975-11-02,1975-11-02
1445,able,authors,1978-08-03,1978-08-03
1446,responsibility,category,1973-10-28,1973-10-28
1447,job,author,1979-02-04,1979-02-04
1448,local,authors,1982-11-01,1982-11-01
1449,what,author,2018-11-24,2018-11-24
1450,behind,category,1973-03-19,1973-03-19
1451,sister,category,1988-06-28,1988-06-28
1452,model,tests,1994-12-21,1994-12-21
1453,spend,authors,1986-01-09,1986-01-09
1454,garden,author,1974-07-21,1974-07-21
1455,wonder,category,2008-06-16,2008-06-16
1456,what,authors,1997-07-08,1997-07-08
1457,fund,author,2020-07-01,2020-07-01
1458,others,category,1987-01-22,1987-01-22
1459,will,category,1982-08-19,1982-08-19
1460,probably,category,1975-12-16,1975-12-16
1461,difficult,category,2009-02-08,2009-02-08
1462,page,tests,1984-03-24,1984-03-24
1463,happy,author,2003-04-24,2003-04-24
1464,modern,tests,1990-08-02,1990-08-02
1465,experience,author,1991-07-26,1991-07-26
1466,decide,category,2012-07-30,2012-07-30
1467,second,authors,1972-09-10,1972-09-10
1468,technology,authors,2009-09-05,2009-09-05
1469,thousand,tests,1987-09-12,1987-09-12
1470,professional,author,1972-05-20,1972-05-20
1471,event,tests,2006-08-23,2006-08-23
1472,seem,tests,2006-11-01,2006-11-01
1473,economy,authors,2010-01-21,2010-01-21
1474,series,authors,2008-09-20,2008-09-20
1475,serious,tests,1972-03-20,1972-03-20
1476,high,category,2009-09-02,2009-09-02
1477,order,authors,2015-04-06,2015-04-06
1478,less,authors,1983-06-05,1983-06-05
1479,tonight,author,2010-03-10,2010-03-10
1480,treatment,tests,1989-11-21,1989-11-21
1481,five,authors,1972-10-28,1972-10-28
1482,carry,author,1976-12-30,1976-12-30
1483,war,authors,2006-09-17,2006-09-17
1484,determine,tests,2020-07-06,2020-07-06
1485,smile,authors,1997-06-22,1997-06-22
1486,write,authors,1972-12-21,1972-12-21
1487,real,author,2016-01-24,2016-01-24
1488,parent,author,1987-12-18,1987-12-18
1489,song,authors,2021-01-16,2021-01-16
1490,push,category,2012-02-25,2012-02-25
1491,leader,category,1970-11-04,1970-11-04
1492,ask,category,1979-07-05,1979-07-05
1493,best,authors,1995-03-24,1995-03-24
1494,activity,category,1984-02-20,1984-02-20
1495,analysis,tests,1993-12-22,1993-12-22
1496,claim,author,1990-01-16,1990-01-16
1497,research,tests,1995-03-03,1995-03-03
1498,middle,tests,1979-08-09,1979-08-09
1499,strong,author,2012-09-12,2012-09-12
1500,gas,author,1988-01-22,1988-01-22
1501,raise,author,2013-08-24,2013-08-24
1502,much,author,1973-08-14,1973-08-14
1503,each,tests,2001-07-20,2001-07-20
1504,industry,category,1986-03-18,1986-03-18
1505,west,author,1970-05-05,1970-05-05
1506,tax,author,1994-04-01,1994-04-01
1507,tell,tests,1976-11-25,1976-11-25
1508,every,author,1971-03-05,1971-03-05
1509,culture,authors,1999-01-03,1999-01-03
1510,nice,author,2014-02-04,2014-02-04
1511,manager,category,2005-05-08,2005-05-08
1512,paper,author,1984-03-13,1984-03-13
1513,fly,author,1976-04-07,1976-04-07
1514,believe,tests,2011-12-21,2011-12-21
1515,reveal,tests,2014-10-18,2014-10-18
1516,address,tests,2011-06-09,2011-06-09
1517,talk,tests,1998-10-15,1998-10-15
1518,from,category,1982-07-17,1982-07-17
1519,population,authors,2005-01-16,2005-01-16
1520,imagine,tests,1997-07-10,1997-07-10
1521,seek,author,1988-05-01,1988-05-01
1522,drop,tests,2019-02-27,2019-02-27
1523,significant,category,2000-12-24,2000-12-24
1524,morning,category,1998-03-12,1998-03-12
1525,a,category,2011-08-21,2011-08-21
1526,institution,tests,1986-03-14,1986-03-14
1527,artist,authors,1980-08-16,1980-08-16
1528,deal,category,1987-06-30,1987-06-30
1529,chance,author,1980-04-07,1980-04-07
1530,performance,authors,2004-12-21,2004-12-21
1531,music,author,2018-01-29,2018-01-29
1532,edge,authors,2009-11-04,2009-11-04
1533,color,authors,2011-04-16,2011-04-16
1534,dark,tests,1994-01-03,1994-01-03
1535,leg,authors,1985-08-07,1985-08-07
1536,table,author,1987-02-07,1987-02-07
1537,work,author,2003-03-01,2003-03-01
1538,clearly,category,2010-12-16,2010-12-16
1539,first,authors,1993-08-04,1993-08-04
1540,score,category,1982-12-12,1982-12-12
1541,me,category,2015-08-15,2015-08-15
1542,close,authors,1995-09-01,1995-09-01
1543,yard,author,2005-06-14,2005-06-14
1544,gas,tests,1985-06-27,1985-06-27
1545,against,tests,1973-01-15,1973-01-15
1546,away,category,1973-10-06,1973-10-06
1547,machine,tests,1988-10-08,1988-10-08
1548,voice,authors,1977-10-08,1977-10-08
1549,camera,authors,2004-07-17,2004-07-17
1550,population,author,2002-09-19,2002-09-19
1551,response,authors,2014-11-20,2014-11-20
1552,leader,category,1986-09-17,1986-09-17
1553,weight,authors,2013-09-04,2013-09-04
1554,inside,authors,1973-10-24,1973-10-24
1555,police,authors,1970-12-16,1970-12-16
1556,eye,author,2012-07-03,2012-07-03
1557,action,authors,1997-02-12,1997-02-12
1558,skin,category,1977-05-19,1977-05-19
1559,already,authors,2014-01-17,2014-01-17
1560,marriage,category,2007-09-16,2007-09-16
1561,claim,authors,1970-01-04,1970-01-04
1562,able,category,1973-08-26,1973-08-26
1563,brother,authors,1975-07-23,1975-07-23
1564,front,author,1977-11-09,1977-11-09
1565,yes,category,2019-09-22,2019-09-22
1566,my,author,1974-04-09,1974-04-09
1567,before,author,2008-10-04,2008-10-04
1568,development,category,1987-12-27,1987-12-27
1569,same,category,1988-02-14,1988-02-14
1570,source,category,2009-02-25,2009-02-25
1571,marriage,author,2012-04-04,2012-04-04
1572,bed,category,2010-02-04,2010-02-04
1573,available,category,1998-05-27,1998-05-27
1574,here,author,2016-07-12,2016-07-12
1575,entire,authors,2001-09-20,2001-09-20
1576,course,category,1979-07-15,1979-07-15
1577,record,author,1984-01-14,1984-01-14
1578,business,authors,2018-12-01,2018-12-01
1579,drop,category,1997-01-19,1997-01-19
1580,set,author,1990-01-31,1990-01-31
1581,different,authors,1970-09-10,1970-09-10
1582,exactly,tests,2015-01-10,2015-01-10
1583,current,authors,2018-08-10,2018-08-10
1584,night,author,1979-02-25,1979-02-25
1585,bit,author,1981-08-05,1981-08-05
1586,herself,author,1981-08-14,1981-08-14
1587,fish,authors,1994-10-26,1994-10-26
1588,surface,tests,1978-05-06,1978-05-06
1589,idea,tests,2006-05-26,2006-05-26
1590,research,category,2018-09-08,2018-09-08
1591,security,authors,1987-01-25,1987-01-25
1592,option,authors,1990-03-19,1990-03-19
1593,church,author,1995-12-13,1995-12-13
1594,dinner,category,1981-12-30,1981-12-30
1595,simply,authors,2002-03-17,2002-03-17
1596,red,author,1986-02-14,1986-02-14
1597,type,author,2018-07-19,2018-07-19
1598,sea,category,2010-07-23,2010-07-23
1599,we,tests,1978-09-24,1978-09-24
1600,scene,authors,2004-07-20,2004-07-20
1601,we,category,1989-07-29,1989-07-29
1602,response,tests,1986-11-13,1986-11-13
1603,they,tests,1980-05-15,1980-05-15
1604,consumer,author,2019-03-04,2019-03-04
1605,personal,category,1990-06-27,1990-06-27
1606,red,authors,2007-08-31,2007-08-31
1607,toward,authors,2008-03-10,2008-03-10
1608,compare,authors,1993-05-05,1993-05-05
1609,himself,category,2004-03-27,2004-03-27
1610,travel,authors,1970-11-21,1970-11-21
1611,simple,tests,1991-01-01,1991-01-01
1612,rest,authors,1979-12-28,1979-12-28
1613,indicate,author,2001-12-08,2001-12-08
1614,again,category,1998-10-16,1998-10-16
1615,industry,tests,1985-03-30,1985-03-30
1616,concern,tests,2007-04-07,2007-04-07
1617,organization,category,1981-06-29,1981-06-29
1618,hour,authors,1980-03-01,1980-03-01
1619,debate,author,1987-05-09,1987-05-09
1620,project,author,2012-04-13,2012-04-13
1621,sit,author,1972-09-01,1972-09-01
1622,two,category,2011-06-17,2011-06-17
1623,college,category,1990-09-30,1990-09-30
1624,middle,author,1980-05-16,1980-05-16
1625,material,author,2002-08-12,2002-08-12
1626,return,category,2019-02-24,2019-02-24
1627,western,category,1972-12-20,1972-12-20
1628,seven,author,1981-06-11,1981-06-11
1629,analysis,authors,1979-07-02,1979-07-02
1630,finish,category,1987-08-07,1987-08-07
1631,area,author,1970-02-11,1970-02-11
1632,toward,category,1981-11-02,1981-11-02
1633,civil,author,1993-12-03,1993-12-03
1634,successful,author,1998-11-06,1998-11-06
1635,paper,tests,1996-03-29,1996-03-29
1636,base,author,1993-07-02,1993-07-02
1637,treatment,category,1999-08-30,1999-08-30
1638,music,tests,1977-11-11,1977-11-11
1639,several,author,2016-09-20,2016-09-20
1640,message,author,1984-09-26,1984-09-26
1641,sometimes,tests,1995-12-31,1995-12-31
1642,writer,category,1988-07-03,1988-07-03
1643,production,author,1980-11-06,1980-11-06
1644,say,tests,1972-11-24,1972-11-24
1645,fly,authors,2000-10-10,2000-10-10
1646,gun,category,2009-04-09,2009-04-09
1647,physical,tests,1998-05-30,1998-05-30
1648,seat,authors,1985-12-08,1985-12-08
1649,through,tests,1999-09-17,1999-09-17
1650,Mrs,tests,2009-01-31,2009-01-31
1651,past,authors,1994-01-18,1994-01-18
1652,east,author,1977-02-05,1977-02-05
1653,reveal,category,1982-08-16,1982-08-16
1654,age,author,2010-04-25,2010-04-25
1655,shoulder,tests,1976-02-20,1976-02-20
1656,memory,authors,2002-05-17,2002-05-17
1657,drive,tests,2016-09-18,2016-09-18
1658,figure,category,2011-10-18,2011-10-18
1659,employee,authors,2008-07-31,2008-07-31
1660,purpose,author,1993-05-28,1993-05-28
1661,early,author,2002-05-12,2002-05-12
1662,describe,tests,1982-07-23,1982-07-23
1663,firm,authors,2009-01-01,2009-01-01
1664,whether,authors,1978-11-27,1978-11-27
1665,foot,tests,2002-12-25,2002-12-25
1666,time,authors,2018-10-02,2018-10-02
1667,per,tests,2008-10-20,2008-10-20
1668,section,author,2018-12-21,2018-12-21
1669,hospital,tests,2010-02-28,2010-02-28
1670,hear,category,2017-02-19,2017-02-19
1671,reason,tests,1974-10-24,1974-10-24
1672,or,tests,1975-04-10,1975-04-10
1673,partner,category,2000-05-28,2000-05-28
1674,my,authors,2002-04-29,2002-04-29
1675,political,tests,1987-03-21,1987-03-21
1676,pressure,category,1980-02-10,1980-02-10
1677,husband,tests,1971-10-26,1971-10-26
1678,follow,author,2006-06-17,2006-06-17
1679,conference,authors,1973-05-15,1973-05-15
1680,question,category,1999-06-26,1999-06-26
1681,relationship,tests,2019-09-30,2019-09-30
1682,foot,tests,2016-05-07,2016-05-07
1683,south,tests,1992-05-15,1992-05-15
1684,create,category,1996-08-23,1996-08-23
1685,at,authors,1990-10-15,1990-10-15
1686,throughout,category,1970-02-25,1970-02-25
1687,identify,author,1975-01-24,1975-01-24
1688,kid,tests,1971-04-01,1971-04-01
1689,health,author,2001-11-21,2001-11-21
1690,kid,category,1998-03-24,1998-03-24
1691,thus,authors,1973-09-20,1973-09-20
1692,training,authors,1989-03-08,1989-03-08
1693,item,author,2012-06-25,2012-06-25
1694,worker,author,1970-03-30,1970-03-30
1695,safe,author,2019-03-12,2019-03-12
1696,force,tests,1970-05-08,1970-05-08
1697,many,category,1991-07-01,1991-07-01
1698,often,authors,1995-06-01,1995-06-01
1699,laugh,author,1978-02-07,1978-02-07
1700,success,authors,1971-04-23,1971-04-23
1701,quite,tests,1971-10-25,1971-10-25
1702,care,category,2006-02-28,2006-02-28
1703,report,author,2008-07-29,2008-07-29
1704,picture,authors,2014-02-23,2014-02-23
1705,I,category,2019-02-28,2019-02-28
1706,society,category,1993-05-13,1993-05-13
1707,care,category,1984-06-27,1984-06-27
1708,painting,category,1973-01-30,1973-01-30
1709,front,authors,1973-10-28,1973-10-28
1710,property,category,1978-06-12,1978-06-12
1711,stay,author,2003-04-28,2003-04-28
1712,structure,tests,1978-11-09,1978-11-09
1713,each,tests,2005-03-13,2005-03-13
1714,direction,authors,2018-07-02,2018-07-02
1715,give,authors,2010-10-28,2010-10-28
1716,offer,tests,1994-09-26,1994-09-26
1717,state,category,1997-06-28,1997-06-28
1718,people,author,1995-10-29,1995-10-29
1719,research,authors,1997-01-30,1997-01-30
1720,brother,authors,2014-11-13,2014-11-13
1721,teacher,authors,2014-08-25,2014-08-25
1722,inside,category,1982-02-24,1982-02-24
1723,dog,authors,1975-11-17,1975-11-17
1724,at,authors,1979-10-28,1979-10-28
1725,cell,category,1988-07-03,1988-07-03
1726,trade,authors,1970-01-11,1970-01-11
1727,bring,authors,1971-05-16,1971-05-16
1728,letter,category,1972-05-18,1972-05-18
1729,religious,category,2003-11-25,2003-11-25
1730,position,tests,1997-09-11,1997-09-11
1731,form,author,1977-01-16,1977-01-16
1732,home,authors,1988-05-22,1988-05-22
1733,firm,authors,1970-06-16,1970-06-16
1734,lose,tests,2015-05-28,2015-05-28
1735,six,tests,2000-06-17,2000-06-17
1736,season,tests,1975-01-30,1975-01-30
1737,run,author,1978-11-18,1978-11-18
1738,address,tests,1983-11-14,1983-11-14
1739,section,category,2018-01-18,2018-01-18
1740,possible,tests,1979-11-27,1979-11-27
1741,PM,category,1984-12-01,1984-12-01
1742,provide,authors,2015-04-25,2015-04-25
1743,worker,tests,1975-12-10,1975-12-10
1744,fall,category,2018-09-17,2018-09-17
1745,environment,authors,2001-01-07,2001-01-07
1746,night,category,1999-12-04,1999-12-04
1747,else,category,1984-11-16,1984-11-16
1748,serve,authors,1998-02-15,1998-02-15
1749,sister,category,2004-01-25,2004-01-25
1750,ground,author,2001-01-12,2001-01-12
1751,four,authors,2004-01-01,2004-01-01
1752,example,tests,1971-09-07,1971-09-07
1753,worker,tests,2008-02-22,2008-02-22
1754,white,author,2019-12-09,2019-12-09
1755,each,tests,1971-07-09,1971-07-09
1756,prove,author,1982-01-20,1982-01-20
1757,president,author,2010-10-15,2010-10-15
1758,general,author,2015-10-07,2015-10-07
1759,scene,author,2011-01-05,2011-01-05
1760,listen,author,2019-01-06,2019-01-06
1761,guy,category,1993-12-07,1993-12-07
1762,idea,category,2004-05-09,2004-05-09
1763,answer,author,1996-10-14,1996-10-14
1764,water,authors,1986-02-11,1986-02-11
1765,year,authors,2013-01-08,2013-01-08
1766,student,category,2008-08-09,2008-08-09
1767,radio,tests,2005-05-06,2005-05-06
1768,baby,author,1975-02-24,1975-02-24
1769,increase,category,2012-05-08,2012-05-08
1770,question,category,1998-03-13,1998-03-13
1771,surface,authors,1983-04-07,1983-04-07
1772,community,tests,1979-05-21,1979-05-21
1773,play,tests,2003-09-20,2003-09-20
1774,perhaps,author,2017-07-07,2017-07-07
1775,how,authors,1992-03-27,1992-03-27
1776,daughter,author,1977-07-30,1977-07-30
1777,her,author,1988-08-26,1988-08-26
1778,small,category,2015-08-08,2015-08-08
1779,consumer,category,2020-03-24,2020-03-24
1780,campaign,tests,1983-06-05,1983-06-05
1781,how,author,2008-10-03,2008-10-03
1782,be,category,1999-08-21,1999-08-21
1783,western,authors,2012-07-07,2012-07-07
1784,unit,category,1988-06-13,1988-06-13
1785,see,authors,1988-10-07,1988-10-07
1786,recent,tests,1971-12-04,1971-12-04
1787,gas,category,2016-06-28,2016-06-28
1788,about,tests,1977-11-30,1977-11-30
1789,worker,authors,1978-08-08,1978-08-08
1790,raise,tests,1976-05-30,1976-05-30
1791,anything,author,1982-05-10,1982-05-10
1792,event,tests,2007-08-20,2007-08-20
1793,practice,author,1971-03-21,1971-03-21
1794,just,authors,2004-11-02,2004-11-02
1795,hit,authors,2019-02-09,2019-02-09
1796,tax,author,1989-09-15,1989-09-15
1797,represent,category,2007-03-03,2007-03-03
1798,interview,tests,1983-06-21,1983-06-21
1799,base,tests,1989-03-04,1989-03-04
1800,but,category,1995-08-12,1995-08-12
1801,institution,category,2011-07-27,2011-07-27
1802,music,author,1996-11-08,1996-11-08
1803,class,author,1973-01-22,1973-01-22
1804,study,category,1982-03-10,1982-03-10
1805,politics,tests,2013-10-27,2013-10-27
1806,sea,author,1987-06-23,1987-06-23
1807,camera,author,2006-12-16,2006-12-16
1808,use,category,2005-05-15,2005-05-15
1809,continue,authors,1974-02-01,1974-02-01
1810,picture,author,1970-06-19,1970-06-19
1811,nice,tests,2002-12-09,2002-12-09
1812,most,author,2017-12-01,2017-12-01
1813,back,author,1991-07-07,1991-07-07
1814,challenge,category,1982-06-06,1982-06-06
1815,let,category,2017-05-11,2017-05-11
1816,important,authors,1975-04-14,1975-04-14
1817,available,tests,1975-07-25,1975-07-25
1818,sign,tests,2020-01-20,2020-01-20
1819,fall,tests,2000-01-21,2000-01-21
1820,officer,category,1972-12-31,1972-12-31
1821,network,author,2003-01-18,2003-01-18
1822,pass,category,1995-05-25,1995-05-25
1823,ready,category,1976-03-21,1976-03-21
1824,size,authors,2012-03-11,2012-03-11
1825,arm,tests,1977-10-17,1977-10-17
1826,often,author,2003-11-30,2003-11-30
1827,red,tests,2005-05-22,2005-05-22
1828,discussion,authors,1996-12-10,1996-12-10
1829,maintain,category,1992-08-21,1992-08-21
1830,others,author,1977-02-15,1977-02-15
1831,point,tests,1986-04-12,1986-04-12
1832,gas,tests,1972-11-19,1972-11-19
1833,rest,tests,2006-11-29,2006-11-29
1834,end,tests,1987-02-08,1987-02-08
1835,least,author,2013-01-13,2013-01-13
1836,century,author,1979-02-04,1979-02-04
1837,side,authors,2007-09-16,2007-09-16
1838,never,author,1983-05-25,1983-05-25
1839,protect,authors,1983-11-14,1983-11-14
1840,me,author,1985-10-10,1985-10-10
1841,heart,author,1972-10-25,1972-10-25
1842,early,category,1970-03-04,1970-03-04
1843,especially,tests,2006-03-18,2006-03-18
1844,walk,category,1986-02-01,1986-02-01
1845,discover,category,1989-01-30,1989-01-30
1846,public,author,1985-03-17,1985-03-17
1847,agreement,author,1986-03-30,1986-03-30
1848,discussion,category,2018-04-01,2018-04-01
1849,coach,author,2018-09-04,2018-09-04
1850,station,authors,1994-05-22,1994-05-22
1851,put,author,1978-11-02,1978-11-02
1852,western,author,2009-03-13,2009-03-13
1853,mind,author,2016-11-07,2016-11-07
1854,American,category,1989-11-01,1989-11-01
1855,image,category,2011-04-07,2011-04-07
1856,above,author,1975-06-29,1975-06-29
1857,south,authors,2016-01-16,2016-01-16
