id,s_id,a_id,created_at,upated_at
3740,1259,1891,2016-02-22,2016-02-22
3741,1259,4360,1995-03-15,1995-03-15
3742,1260,3965,1975-02-11,1975-02-11
3743,1260,4588,2000-10-15,2000-10-15
3744,1260,1353,2016-08-09,2016-08-09
3745,1261,2867,1989-02-11,1989-02-11
3746,1261,3350,1990-07-04,1990-07-04
3747,1261,3692,2007-11-27,2007-11-27
3748,1261,494,1987-11-07,1987-11-07
3749,1262,3552,1980-11-14,1980-11-14
3750,1262,616,1996-10-31,1996-10-31
3751,1263,2160,1983-08-06,1983-08-06
3752,1264,183,2004-12-24,2004-12-24
3753,1264,3889,2011-01-27,2011-01-27
3754,1264,873,2002-05-28,2002-05-28
3755,1264,865,1994-01-25,1994-01-25
3756,1264,1109,2016-01-22,2016-01-22
3757,1265,1887,2012-08-13,2012-08-13
3758,1266,4660,2015-05-27,2015-05-27
3759,1266,4964,1980-06-16,1980-06-16
3760,1266,1304,2003-03-03,2003-03-03
3761,1266,220,2019-04-01,2019-04-01
3762,1266,4808,2001-03-20,2001-03-20
3763,1267,4683,1985-07-15,1985-07-15
3764,1268,4436,1989-04-30,1989-04-30
3765,1268,3085,1989-08-11,1989-08-11
3766,1268,2692,2012-12-28,2012-12-28
3767,1268,786,1991-08-31,1991-08-31
3768,1269,3900,1987-10-18,1987-10-18
3769,1269,2369,2013-05-16,2013-05-16
3770,1269,3235,1978-01-13,1978-01-13
3771,1270,3192,2008-11-01,2008-11-01
3772,1270,2930,1993-05-18,1993-05-18
3773,1270,1123,2019-07-12,2019-07-12
3774,1270,4459,2011-03-19,2011-03-19
3775,1271,4964,2015-01-03,2015-01-03
3776,1271,2861,1988-07-24,1988-07-24
3777,1271,80,1981-11-09,1981-11-09
3778,1271,4176,2020-09-23,2020-09-23
3779,1271,4525,1971-01-28,1971-01-28
3780,1272,2568,1988-04-04,1988-04-04
3781,1272,4787,1998-10-09,1998-10-09
3782,1272,177,1998-11-19,1998-11-19
3783,1272,4302,1995-05-07,1995-05-07
3784,1272,511,1992-12-29,1992-12-29
3785,1273,4068,1994-01-23,1994-01-23
3786,1273,345,1997-01-28,1997-01-28
3787,1274,3000,2001-12-22,2001-12-22
3788,1274,3911,2014-05-25,2014-05-25
3789,1274,974,1991-09-08,1991-09-08
3790,1274,1071,1980-01-28,1980-01-28
3791,1274,549,1984-07-01,1984-07-01
3792,1275,1741,2011-09-22,2011-09-22
3793,1276,1297,1973-02-14,1973-02-14
3794,1276,1363,2001-10-28,2001-10-28
3795,1276,1213,1980-06-05,1980-06-05
3796,1276,458,1989-03-30,1989-03-30
3797,1276,4667,2011-03-12,2011-03-12
3798,1277,3799,1984-07-10,1984-07-10
3799,1278,4866,1981-11-19,1981-11-19
3800,1278,1607,2004-12-08,2004-12-08
3801,1278,1378,2020-03-01,2020-03-01
3802,1278,2360,1974-04-02,1974-04-02
3803,1279,1115,2006-06-20,2006-06-20
3804,1279,1208,2016-02-20,2016-02-20
3805,1279,1975,2008-06-28,2008-06-28
3806,1279,1808,2009-01-22,2009-01-22
3807,1280,3498,2007-10-10,2007-10-10
3808,1280,2795,1975-03-11,1975-03-11
3809,1281,3140,2007-11-23,2007-11-23
3810,1281,1129,2009-06-04,2009-06-04
3811,1281,4838,2020-08-12,2020-08-12
3812,1282,576,2003-05-09,2003-05-09
3813,1282,1458,1983-08-20,1983-08-20
3814,1282,873,1976-03-08,1976-03-08
3815,1282,369,1980-12-08,1980-12-08
3816,1282,2612,1987-09-07,1987-09-07
3817,1283,4744,1996-10-10,1996-10-10
3818,1283,2616,2003-11-05,2003-11-05
3819,1283,1075,2003-05-21,2003-05-21
3820,1283,3161,1972-07-10,1972-07-10
3821,1284,3840,1978-03-20,1978-03-20
3822,1285,170,1993-03-21,1993-03-21
3823,1285,1631,1975-05-10,1975-05-10
3824,1285,4354,1983-01-29,1983-01-29
3825,1285,2905,2016-10-31,2016-10-31
3826,1286,1669,2001-06-09,2001-06-09
3827,1287,2358,1971-02-11,1971-02-11
3828,1287,2587,2005-10-17,2005-10-17
3829,1287,1003,1974-10-05,1974-10-05
3830,1288,172,1973-06-27,1973-06-27
3831,1288,2096,1977-07-14,1977-07-14
3832,1288,653,1989-03-08,1989-03-08
3833,1288,1516,2014-02-23,2014-02-23
3834,1288,3407,2020-03-05,2020-03-05
3835,1289,1758,2015-07-07,2015-07-07
3836,1289,200,1999-07-08,1999-07-08
3837,1290,1920,1984-08-17,1984-08-17
3838,1290,4620,1986-09-23,1986-09-23
3839,1290,1102,2009-03-31,2009-03-31
3840,1290,2724,1993-09-17,1993-09-17
3841,1291,3314,1978-07-01,1978-07-01
3842,1291,1457,1993-10-05,1993-10-05
3843,1291,1006,1996-02-20,1996-02-20
3844,1292,2390,1992-08-28,1992-08-28
3845,1293,4870,1971-09-26,1971-09-26
3846,1293,2665,1994-05-06,1994-05-06
3847,1293,1428,2018-11-08,2018-11-08
3848,1293,3704,1973-08-21,1973-08-21
3849,1293,1489,1982-03-14,1982-03-14
3850,1294,2861,1979-05-30,1979-05-30
3851,1294,152,2015-04-13,2015-04-13
3852,1294,1800,2010-07-17,2010-07-17
3853,1295,2942,1990-12-29,1990-12-29
3854,1295,2824,1970-05-23,1970-05-23
3855,1295,3453,1977-03-20,1977-03-20
3856,1295,587,1989-11-04,1989-11-04
3857,1296,126,2016-01-23,2016-01-23
3858,1297,2530,1988-08-31,1988-08-31
3859,1297,1867,2001-07-19,2001-07-19
3860,1298,2040,2011-11-30,2011-11-30
3861,1298,4419,2017-09-10,2017-09-10
3862,1299,4704,2014-01-15,2014-01-15
3863,1299,2358,2018-01-16,2018-01-16
3864,1299,4818,2011-11-11,2011-11-11
3865,1300,3462,1977-04-05,1977-04-05
3866,1300,2133,1993-10-14,1993-10-14
3867,1301,2589,2015-03-17,2015-03-17
3868,1301,4746,2020-11-01,2020-11-01
3869,1301,4459,1977-01-26,1977-01-26
3870,1301,42,1982-07-10,1982-07-10
3871,1302,106,1972-01-10,1972-01-10
3872,1303,1216,1981-10-31,1981-10-31
3873,1303,3529,1988-02-12,1988-02-12
3874,1303,1866,1980-11-20,1980-11-20
3875,1304,2791,1995-10-04,1995-10-04
3876,1305,2626,2021-01-11,2021-01-11
3877,1306,2042,1977-01-11,1977-01-11
3878,1307,650,1980-05-30,1980-05-30
3879,1307,42,1976-08-17,1976-08-17
3880,1307,3682,1986-08-08,1986-08-08
3881,1308,4090,1988-08-20,1988-08-20
3882,1308,3441,2004-05-12,2004-05-12
3883,1309,590,2002-09-08,2002-09-08
3884,1309,2275,1974-09-06,1974-09-06
3885,1309,1549,1970-10-26,1970-10-26
3886,1310,157,2001-10-28,2001-10-28
3887,1310,4066,1994-01-31,1994-01-31
3888,1310,3597,2016-08-24,2016-08-24
3889,1310,1437,1970-05-16,1970-05-16
3890,1310,1477,1992-09-20,1992-09-20
3891,1311,1387,1973-04-09,1973-04-09
3892,1311,3988,1976-08-21,1976-08-21
3893,1311,2897,1985-09-01,1985-09-01
3894,1311,112,1980-10-23,1980-10-23
3895,1312,4155,2007-10-19,2007-10-19
3896,1312,2442,1998-12-12,1998-12-12
3897,1312,2244,1985-06-21,1985-06-21
3898,1312,1379,1972-12-09,1972-12-09
3899,1313,2934,1973-01-21,1973-01-21
3900,1314,581,1971-09-08,1971-09-08
3901,1315,2238,1999-08-04,1999-08-04
3902,1316,2628,1984-11-23,1984-11-23
3903,1316,1064,2016-08-13,2016-08-13
3904,1316,673,1972-08-07,1972-08-07
3905,1316,615,1997-06-19,1997-06-19
3906,1316,2056,1987-07-19,1987-07-19
3907,1317,3318,1995-02-04,1995-02-04
3908,1317,4024,1990-08-29,1990-08-29
3909,1317,4473,1993-04-24,1993-04-24
3910,1317,1012,2012-10-15,2012-10-15
3911,1318,2393,2018-06-10,2018-06-10
3912,1318,4436,2007-07-18,2007-07-18
3913,1318,4538,1982-11-17,1982-11-17
3914,1318,735,2009-02-04,2009-02-04
3915,1318,4532,2003-01-19,2003-01-19
3916,1319,4115,1977-01-28,1977-01-28
3917,1319,1438,2003-03-05,2003-03-05
3918,1319,3462,1986-06-15,1986-06-15
3919,1320,138,1970-07-16,1970-07-16
3920,1320,4215,1985-10-17,1985-10-17
3921,1320,3063,1970-02-27,1970-02-27
3922,1320,3528,1992-07-15,1992-07-15
3923,1321,255,1991-01-28,1991-01-28
3924,1321,1990,2002-06-25,2002-06-25
3925,1321,3157,1991-12-29,1991-12-29
3926,1322,4450,1980-11-05,1980-11-05
3927,1323,3121,1972-07-24,1972-07-24
3928,1324,4158,2014-12-11,2014-12-11
3929,1324,1385,1974-11-02,1974-11-02
3930,1324,649,2001-12-07,2001-12-07
3931,1324,3558,1993-06-10,1993-06-10
3932,1325,255,2004-12-30,2004-12-30
3933,1325,4070,1994-03-03,1994-03-03
3934,1326,365,2000-11-13,2000-11-13
3935,1326,3350,2010-09-03,2010-09-03
3936,1326,3794,1994-06-27,1994-06-27
3937,1326,2236,1983-02-05,1983-02-05
3938,1326,4669,1995-09-03,1995-09-03
3939,1327,2691,1991-05-18,1991-05-18
3940,1327,4008,1977-12-31,1977-12-31
3941,1327,3865,2012-10-30,2012-10-30
3942,1327,3221,2020-11-21,2020-11-21
3943,1327,265,1975-10-14,1975-10-14
3944,1328,4804,2008-11-29,2008-11-29
3945,1328,3479,1994-12-26,1994-12-26
3946,1328,2524,1999-04-24,1999-04-24
3947,1328,4436,1997-11-01,1997-11-01
3948,1329,2585,1998-07-11,1998-07-11
3949,1329,2830,2018-07-23,2018-07-23
3950,1329,4199,1998-09-23,1998-09-23
3951,1330,2447,1977-05-07,1977-05-07
3952,1330,2359,2005-01-17,2005-01-17
3953,1330,634,2013-08-07,2013-08-07
3954,1331,4431,2016-11-23,2016-11-23
3955,1331,27,1974-02-11,1974-02-11
3956,1331,1452,1988-05-09,1988-05-09
3957,1331,2161,1981-04-09,1981-04-09
3958,1332,4322,1971-04-07,1971-04-07
3959,1332,3962,2007-09-15,2007-09-15
3960,1332,280,1984-11-04,1984-11-04
3961,1332,1796,1976-11-21,1976-11-21
3962,1332,4168,1984-04-23,1984-04-23
3963,1333,4697,1984-12-26,1984-12-26
3964,1334,515,1999-02-09,1999-02-09
3965,1334,2212,1987-02-26,1987-02-26
3966,1334,3471,1975-06-02,1975-06-02
3967,1334,1888,1979-02-09,1979-02-09
3968,1335,1353,1990-11-22,1990-11-22
3969,1335,2662,1999-12-26,1999-12-26
3970,1336,1477,2003-01-20,2003-01-20
3971,1337,2752,1983-04-12,1983-04-12
3972,1337,1848,2013-08-28,2013-08-28
3973,1337,911,2006-09-19,2006-09-19
3974,1338,4574,1980-04-23,1980-04-23
3975,1338,3776,1996-02-23,1996-02-23
3976,1339,2043,2006-10-10,2006-10-10
3977,1339,4392,1992-08-01,1992-08-01
3978,1339,994,2001-02-21,2001-02-21
3979,1340,2955,1991-01-11,1991-01-11
3980,1340,381,1972-07-30,1972-07-30
3981,1341,3914,2018-03-13,2018-03-13
3982,1342,747,1989-08-02,1989-08-02
3983,1342,928,1988-09-19,1988-09-19
3984,1342,1449,1996-03-12,1996-03-12
3985,1342,4324,2002-10-21,2002-10-21
3986,1342,2392,2009-05-06,2009-05-06
3987,1343,151,1979-10-24,1979-10-24
3988,1343,4231,1970-02-13,1970-02-13
3989,1344,4852,2014-10-30,2014-10-30
3990,1344,1683,1994-05-09,1994-05-09
3991,1345,1661,2017-09-11,2017-09-11
3992,1345,2910,2020-05-06,2020-05-06
3993,1345,381,1994-02-15,1994-02-15
3994,1346,3986,1972-05-25,1972-05-25
3995,1346,2891,2009-12-23,2009-12-23
3996,1347,4414,2016-04-09,2016-04-09
3997,1347,4858,1987-07-17,1987-07-17
3998,1347,2895,2012-12-20,2012-12-20
3999,1348,935,1991-03-30,1991-03-30
4000,1348,3328,1980-01-16,1980-01-16
4001,1349,2833,2019-02-13,2019-02-13
4002,1349,3818,2004-09-23,2004-09-23
4003,1349,2097,1998-05-25,1998-05-25
4004,1350,1339,1983-12-28,1983-12-28
4005,1351,4188,1973-08-01,1973-08-01
4006,1352,377,2005-06-06,2005-06-06
4007,1352,2046,1977-01-10,1977-01-10
4008,1352,2407,1995-09-26,1995-09-26
4009,1352,2909,1974-05-15,1974-05-15
4010,1353,4144,2013-02-13,2013-02-13
4011,1354,2469,1983-02-13,1983-02-13
4012,1354,1337,1992-05-01,1992-05-01
4013,1354,2387,1996-02-23,1996-02-23
4014,1354,3612,2019-12-04,2019-12-04
4015,1355,4768,1999-04-22,1999-04-22
4016,1355,4423,1994-10-07,1994-10-07
4017,1356,815,2007-11-30,2007-11-30
4018,1356,2530,1970-10-17,1970-10-17
4019,1356,2806,2007-04-03,2007-04-03
4020,1357,2981,1977-03-05,1977-03-05
4021,1357,2887,1972-11-04,1972-11-04
4022,1358,2953,1993-06-07,1993-06-07
4023,1358,1266,1995-04-23,1995-04-23
4024,1358,987,2012-06-22,2012-06-22
4025,1358,396,1989-07-23,1989-07-23
4026,1358,1123,1973-12-02,1973-12-02
4027,1359,1366,2009-12-11,2009-12-11
4028,1359,1788,1994-10-02,1994-10-02
4029,1359,2558,1991-06-20,1991-06-20
4030,1359,1358,1970-08-16,1970-08-16
4031,1360,4131,2005-07-13,2005-07-13
4032,1361,7,2014-09-28,2014-09-28
4033,1361,1563,2008-12-03,2008-12-03
4034,1362,2259,2016-03-25,2016-03-25
4035,1362,4664,1979-05-25,1979-05-25
4036,1362,998,1991-09-30,1991-09-30
4037,1362,637,1986-12-31,1986-12-31
4038,1363,3736,1979-03-05,1979-03-05
4039,1363,2597,1987-03-12,1987-03-12
4040,1363,914,1979-05-17,1979-05-17
4041,1364,1133,1985-01-13,1985-01-13
4042,1364,2496,1970-06-20,1970-06-20
4043,1364,3528,2005-06-12,2005-06-12
4044,1364,4855,2005-05-15,2005-05-15
4045,1365,2732,2008-02-25,2008-02-25
4046,1365,1580,1998-09-11,1998-09-11
4047,1365,3838,1977-11-22,1977-11-22
4048,1366,51,1986-05-25,1986-05-25
4049,1366,1424,2015-05-20,2015-05-20
4050,1366,2191,2018-10-31,2018-10-31
4051,1366,3636,1977-10-23,1977-10-23
4052,1366,2210,2013-03-16,2013-03-16
4053,1367,4112,2013-11-01,2013-11-01
4054,1367,495,2007-01-18,2007-01-18
4055,1368,914,2003-08-19,2003-08-19
4056,1368,3084,1996-05-04,1996-05-04
4057,1368,61,1976-07-20,1976-07-20
4058,1368,332,1997-07-06,1997-07-06
4059,1369,3988,1982-09-03,1982-09-03
4060,1369,3608,1974-08-27,1974-08-27
4061,1369,1091,2008-09-03,2008-09-03
4062,1369,1215,1980-06-13,1980-06-13
4063,1369,1707,2000-01-26,2000-01-26
4064,1370,2862,1973-07-03,1973-07-03
4065,1371,3506,1983-12-13,1983-12-13
4066,1372,2869,2001-08-01,2001-08-01
4067,1373,4764,2004-04-19,2004-04-19
4068,1373,4082,1988-11-29,1988-11-29
4069,1373,4237,1978-08-10,1978-08-10
4070,1373,249,2017-12-03,2017-12-03
4071,1374,2934,1988-08-10,1988-08-10
4072,1375,2698,2020-05-08,2020-05-08
4073,1376,512,2006-09-04,2006-09-04
4074,1376,4896,2010-01-01,2010-01-01
4075,1376,1261,2015-01-02,2015-01-02
4076,1376,1480,2017-03-15,2017-03-15
4077,1377,2244,1991-01-08,1991-01-08
4078,1378,4069,2016-11-16,2016-11-16
4079,1378,1888,2000-08-19,2000-08-19
4080,1378,2323,2004-09-12,2004-09-12
4081,1378,3573,1973-08-19,1973-08-19
4082,1378,1379,2014-03-24,2014-03-24
4083,1379,4438,1974-09-26,1974-09-26
4084,1379,2510,1993-09-07,1993-09-07
4085,1380,4076,1981-10-03,1981-10-03
4086,1380,4103,2010-02-24,2010-02-24
4087,1380,1828,1980-06-02,1980-06-02
4088,1380,4946,1993-04-08,1993-04-08
4089,1381,13,1975-12-13,1975-12-13
4090,1381,2038,1988-12-15,1988-12-15
4091,1381,2100,2006-09-26,2006-09-26
4092,1382,4719,2009-10-19,2009-10-19
4093,1382,2365,2012-07-03,2012-07-03
4094,1382,2143,2012-03-25,2012-03-25
4095,1382,1661,1989-10-11,1989-10-11
4096,1382,4337,2015-03-31,2015-03-31
4097,1383,579,2010-01-23,2010-01-23
4098,1384,1665,1981-02-07,1981-02-07
4099,1384,1270,2015-05-10,2015-05-10
4100,1385,2748,1981-07-21,1981-07-21
4101,1385,3353,1993-04-30,1993-04-30
4102,1385,3604,1979-10-04,1979-10-04
4103,1385,3480,1983-04-17,1983-04-17
4104,1385,4535,1990-08-10,1990-08-10
4105,1386,3858,2012-02-26,2012-02-26
4106,1386,243,2013-03-21,2013-03-21
4107,1387,456,1982-10-22,1982-10-22
4108,1387,2524,2010-10-21,2010-10-21
4109,1387,1134,1984-01-29,1984-01-29
4110,1387,1270,2000-09-05,2000-09-05
4111,1388,4768,1989-04-20,1989-04-20
4112,1388,1238,1973-08-26,1973-08-26
4113,1388,438,2001-10-08,2001-10-08
4114,1389,1907,1977-03-29,1977-03-29
4115,1389,2528,1976-04-23,1976-04-23
4116,1389,1229,2011-03-21,2011-03-21
4117,1389,1656,1991-10-12,1991-10-12
4118,1390,4419,2011-01-15,2011-01-15
4119,1390,2669,2014-09-14,2014-09-14
4120,1390,3618,1989-08-31,1989-08-31
4121,1390,1876,1983-04-05,1983-04-05
4122,1391,503,1974-03-20,1974-03-20
4123,1391,2715,2013-07-24,2013-07-24
4124,1392,476,1982-05-20,1982-05-20
4125,1393,1652,1971-03-29,1971-03-29
4126,1393,4712,1984-11-19,1984-11-19
4127,1393,3057,1990-10-28,1990-10-28
4128,1393,396,1999-07-21,1999-07-21
4129,1394,440,2010-11-20,2010-11-20
4130,1394,4722,1985-02-18,1985-02-18
4131,1394,1620,1985-03-03,1985-03-03
4132,1394,2071,1983-10-02,1983-10-02
4133,1395,1817,1978-01-24,1978-01-24
4134,1395,1936,1986-11-29,1986-11-29
4135,1395,1781,1972-05-10,1972-05-10
4136,1395,3529,2014-12-04,2014-12-04
4137,1395,567,1991-05-03,1991-05-03
4138,1396,3538,2014-04-03,2014-04-03
4139,1396,2932,2019-05-10,2019-05-10
4140,1397,976,1985-02-24,1985-02-24
4141,1397,773,1996-08-23,1996-08-23
4142,1398,880,2010-07-10,2010-07-10
4143,1398,2797,1989-03-31,1989-03-31
4144,1398,1751,1974-05-15,1974-05-15
4145,1398,797,2017-05-27,2017-05-27
4146,1398,635,1973-04-20,1973-04-20
4147,1399,1426,2017-03-24,2017-03-24
4148,1399,3954,1998-08-21,1998-08-21
4149,1399,3131,1988-10-04,1988-10-04
4150,1400,4067,2000-12-08,2000-12-08
4151,1400,620,1970-05-18,1970-05-18
4152,1400,2213,1974-03-22,1974-03-22
4153,1401,4099,1999-11-02,1999-11-02
4154,1401,4903,2000-10-23,2000-10-23
4155,1402,4050,1993-04-02,1993-04-02
4156,1402,3163,1973-03-30,1973-03-30
4157,1402,1387,1983-02-03,1983-02-03
4158,1402,3885,2011-11-30,2011-11-30
4159,1402,2425,1994-09-26,1994-09-26
4160,1403,2073,1974-01-01,1974-01-01
4161,1403,4067,2005-11-28,2005-11-28
4162,1403,1369,1979-05-18,1979-05-18
4163,1404,3186,2004-06-04,2004-06-04
4164,1404,2490,2007-08-27,2007-08-27
4165,1404,4683,1986-05-10,1986-05-10
4166,1405,4444,1978-05-07,1978-05-07
4167,1406,4514,1981-06-22,1981-06-22
4168,1406,140,1973-07-28,1973-07-28
4169,1407,3236,2003-04-08,2003-04-08
4170,1408,1097,1980-10-02,1980-10-02
4171,1408,799,1982-08-10,1982-08-10
4172,1409,1350,1995-07-09,1995-07-09
4173,1409,162,1995-02-09,1995-02-09
4174,1410,2237,1974-09-27,1974-09-27
4175,1410,2964,2011-02-07,2011-02-07
4176,1410,1464,1999-08-15,1999-08-15
4177,1410,390,1974-07-23,1974-07-23
4178,1411,537,1975-03-16,1975-03-16
4179,1411,3370,2008-03-17,2008-03-17
4180,1412,3397,1988-07-20,1988-07-20
4181,1412,770,2017-12-04,2017-12-04
4182,1412,2029,2003-12-12,2003-12-12
4183,1412,3208,2003-09-05,2003-09-05
4184,1413,4870,2005-05-20,2005-05-20
4185,1413,842,1993-06-18,1993-06-18
4186,1413,1466,1990-12-04,1990-12-04
4187,1413,897,2016-04-01,2016-04-01
4188,1413,4340,2017-02-14,2017-02-14
4189,1414,2437,2012-06-19,2012-06-19
4190,1415,356,2000-09-02,2000-09-02
4191,1415,377,1980-10-10,1980-10-10
4192,1415,2157,2004-03-06,2004-03-06
4193,1415,3794,2011-05-22,2011-05-22
4194,1415,4645,1981-01-28,1981-01-28
4195,1416,1283,2015-06-29,2015-06-29
4196,1417,1106,2016-08-01,2016-08-01
4197,1417,605,1974-01-25,1974-01-25
4198,1417,4206,1982-06-12,1982-06-12
4199,1418,3341,2005-05-16,2005-05-16
4200,1418,887,2001-03-22,2001-03-22
4201,1419,1045,1981-01-17,1981-01-17
4202,1419,2570,1996-07-04,1996-07-04
4203,1419,2483,1984-08-16,1984-08-16
4204,1419,2737,1987-12-08,1987-12-08
4205,1420,2570,1970-12-06,1970-12-06
4206,1420,2278,2013-10-31,2013-10-31
4207,1420,615,1992-10-19,1992-10-19
4208,1420,4164,1992-08-29,1992-08-29
4209,1420,473,1983-04-14,1983-04-14
4210,1421,1413,1999-03-26,1999-03-26
4211,1422,1540,1995-02-07,1995-02-07
4212,1422,2105,1987-05-28,1987-05-28
4213,1423,4420,1986-09-11,1986-09-11
4214,1424,606,1997-09-10,1997-09-10
4215,1424,3398,1984-06-13,1984-06-13
4216,1425,3792,1997-04-21,1997-04-21
4217,1426,3202,2018-08-05,2018-08-05
4218,1426,4734,1997-05-28,1997-05-28
4219,1427,182,1977-04-17,1977-04-17
4220,1427,1223,2010-01-12,2010-01-12
4221,1427,1357,1988-10-27,1988-10-27
4222,1428,1225,1988-09-11,1988-09-11
4223,1428,1821,1993-11-23,1993-11-23
4224,1428,1743,2001-03-04,2001-03-04
4225,1428,4071,2013-05-19,2013-05-19
4226,1428,166,2019-07-12,2019-07-12
4227,1429,1301,1989-08-07,1989-08-07
4228,1429,598,1982-08-13,1982-08-13
4229,1429,2824,2001-08-29,2001-08-29
4230,1429,1997,1985-09-19,1985-09-19
4231,1429,4798,2018-12-14,2018-12-14
4232,1430,3064,1980-02-12,1980-02-12
4233,1430,3993,1992-09-05,1992-09-05
4234,1430,964,2002-08-05,2002-08-05
4235,1430,101,1990-03-02,1990-03-02
4236,1430,875,1974-07-14,1974-07-14
4237,1431,3645,1983-09-28,1983-09-28
4238,1431,609,1970-04-12,1970-04-12
4239,1431,4910,2016-05-15,2016-05-15
4240,1431,1027,1995-10-06,1995-10-06
4241,1431,2093,2006-11-10,2006-11-10
4242,1432,1576,1998-02-12,1998-02-12
4243,1432,2388,1997-04-01,1997-04-01
4244,1432,3731,1980-11-20,1980-11-20
4245,1433,4420,2013-11-05,2013-11-05
4246,1433,829,2001-07-21,2001-07-21
4247,1433,806,2005-11-06,2005-11-06
4248,1433,3023,1991-06-06,1991-06-06
4249,1434,4667,2006-06-06,2006-06-06
4250,1435,4322,1989-03-06,1989-03-06
4251,1435,997,2000-05-17,2000-05-17
4252,1435,3557,2002-02-18,2002-02-18
4253,1435,3019,2012-03-01,2012-03-01
4254,1436,2787,2003-08-21,2003-08-21
4255,1437,1457,1971-02-08,1971-02-08
4256,1437,2314,1979-05-19,1979-05-19
4257,1437,3200,1996-02-16,1996-02-16
4258,1437,864,1973-09-16,1973-09-16
4259,1437,1753,1999-05-27,1999-05-27
4260,1438,1469,1999-05-04,1999-05-04
4261,1439,895,1996-06-19,1996-06-19
4262,1439,2967,1991-12-16,1991-12-16
4263,1440,4552,1992-12-17,1992-12-17
4264,1440,3822,1990-02-26,1990-02-26
4265,1440,1142,2018-11-16,2018-11-16
4266,1440,3374,1984-05-21,1984-05-21
4267,1440,426,1997-01-15,1997-01-15
4268,1441,4706,2020-04-01,2020-04-01
4269,1441,1631,2010-05-10,2010-05-10
4270,1441,4363,2008-04-01,2008-04-01
4271,1441,3152,1973-11-28,1973-11-28
4272,1442,1856,2003-01-05,2003-01-05
4273,1442,531,1988-02-01,1988-02-01
4274,1443,4366,1985-01-16,1985-01-16
4275,1443,58,2006-08-04,2006-08-04
4276,1443,1381,1983-11-19,1983-11-19
4277,1443,4098,1982-01-26,1982-01-26
4278,1443,2806,1981-11-13,1981-11-13
4279,1444,1904,1980-07-29,1980-07-29
4280,1444,1708,1982-06-12,1982-06-12
4281,1445,940,2006-02-18,2006-02-18
4282,1446,296,2005-08-16,2005-08-16
4283,1446,576,1994-07-07,1994-07-07
4284,1446,3791,1983-10-26,1983-10-26
4285,1446,2136,2006-01-29,2006-01-29
4286,1446,827,1996-02-15,1996-02-15
4287,1447,3753,1985-10-16,1985-10-16
4288,1447,1058,2004-01-07,2004-01-07
4289,1447,2144,2004-11-16,2004-11-16
4290,1447,2677,2020-12-14,2020-12-14
4291,1447,2221,1996-03-22,1996-03-22
4292,1448,1623,1998-01-04,1998-01-04
4293,1448,153,2009-06-01,2009-06-01
4294,1448,3222,2020-03-11,2020-03-11
4295,1448,515,1995-03-05,1995-03-05
4296,1448,3370,2017-08-20,2017-08-20
4297,1449,4173,2017-04-06,2017-04-06
4298,1449,25,1996-10-31,1996-10-31
4299,1449,5001,2019-02-28,2019-02-28
4300,1450,4798,2009-11-13,2009-11-13
4301,1450,1587,1996-04-11,1996-04-11
4302,1450,3413,2013-05-10,2013-05-10
4303,1451,4664,2016-03-23,2016-03-23
4304,1451,2050,1991-09-02,1991-09-02
4305,1451,3057,1972-03-12,1972-03-12
4306,1451,236,2011-11-02,2011-11-02
4307,1452,2847,2008-06-17,2008-06-17
4308,1452,3955,2009-09-04,2009-09-04
4309,1452,921,1999-06-16,1999-06-16
4310,1452,3895,1978-03-31,1978-03-31
4311,1453,3408,1971-06-03,1971-06-03
4312,1453,310,1972-04-25,1972-04-25
4313,1454,2240,2013-02-25,2013-02-25
4314,1454,3348,1985-09-06,1985-09-06
4315,1454,4015,2019-12-29,2019-12-29
4316,1454,4301,2019-09-27,2019-09-27
4317,1455,1819,2018-09-26,2018-09-26
4318,1455,1819,2014-05-27,2014-05-27
4319,1455,1217,1994-04-22,1994-04-22
4320,1456,751,2017-02-10,2017-02-10
4321,1457,4849,2011-08-25,2011-08-25
4322,1457,4658,1982-12-30,1982-12-30
4323,1457,1813,2004-08-25,2004-08-25
4324,1458,2887,2003-09-09,2003-09-09
4325,1458,4488,2012-01-18,2012-01-18
4326,1458,2931,1979-01-31,1979-01-31
4327,1459,1092,2008-12-09,2008-12-09
4328,1459,4272,1970-11-05,1970-11-05
4329,1460,2255,2010-03-30,2010-03-30
4330,1460,3317,1991-11-28,1991-11-28
4331,1461,1634,1984-07-17,1984-07-17
4332,1461,1195,1980-06-09,1980-06-09
4333,1461,2051,1984-04-28,1984-04-28
4334,1462,3608,1977-03-19,1977-03-19
4335,1462,3044,2012-07-15,2012-07-15
4336,1462,3367,2003-03-05,2003-03-05
4337,1463,3498,2002-04-08,2002-04-08
4338,1463,1658,1985-05-29,1985-05-29
4339,1463,1415,2004-04-21,2004-04-21
4340,1463,2707,1988-07-31,1988-07-31
4341,1463,2236,2019-12-23,2019-12-23
4342,1464,4208,1974-05-04,1974-05-04
4343,1464,827,2002-05-17,2002-05-17
4344,1464,3455,2008-01-19,2008-01-19
4345,1465,314,1988-12-05,1988-12-05
4346,1465,3346,2008-04-14,2008-04-14
4347,1465,1540,1993-11-26,1993-11-26
4348,1465,2842,1970-04-29,1970-04-29
4349,1465,3041,1997-04-07,1997-04-07
4350,1466,4081,1982-04-01,1982-04-01
4351,1466,2222,1975-12-20,1975-12-20
4352,1467,3684,1973-03-16,1973-03-16
