id,u_id,b_id,created_at,upated_at
2370,784,1043,2015-05-20,2015-05-20
2371,784,438,2015-06-05,2015-06-05
2372,785,2760,2002-01-11,2002-01-11
2373,785,545,1983-12-12,1983-12-12
2374,785,4063,1993-06-02,1993-06-02
2375,785,2628,1991-11-30,1991-11-30
2376,786,54,1992-02-01,1992-02-01
2377,787,437,1999-02-15,1999-02-15
2378,787,1142,2006-12-17,2006-12-17
2379,788,2381,1998-01-20,1998-01-20
2380,788,46,2007-12-10,2007-12-10
2381,788,4650,2008-04-05,2008-04-05
2382,789,699,2010-10-25,2010-10-25
2383,789,3142,2002-08-14,2002-08-14
2384,789,3316,2013-06-14,2013-06-14
2385,789,1647,2008-01-22,2008-01-22
2386,789,3095,2006-05-11,2006-05-11
2387,790,3230,1995-02-20,1995-02-20
2388,790,2140,2008-04-13,2008-04-13
2389,791,4739,1975-08-31,1975-08-31
2390,791,1789,1984-04-04,1984-04-04
2391,791,665,2007-02-16,2007-02-16
2392,791,327,1981-01-27,1981-01-27
2393,792,188,1989-08-05,1989-08-05
2394,792,1539,1991-07-30,1991-07-30
2395,792,1670,1991-01-09,1991-01-09
2396,792,3039,1991-05-17,1991-05-17
2397,793,447,1975-04-23,1975-04-23
2398,793,4943,2013-01-23,2013-01-23
2399,794,4432,2011-12-06,2011-12-06
2400,794,1831,2010-12-31,2010-12-31
2401,795,837,2018-11-19,2018-11-19
2402,795,1927,1988-12-15,1988-12-15
2403,796,4058,1994-03-12,1994-03-12
2404,796,4154,2019-07-24,2019-07-24
2405,796,4027,1984-07-16,1984-07-16
2406,797,2205,1994-04-27,1994-04-27
2407,797,319,1985-06-26,1985-06-26
2408,797,3274,1995-07-23,1995-07-23
2409,797,1317,1995-07-17,1995-07-17
2410,798,544,1974-01-16,1974-01-16
2411,798,903,1992-05-30,1992-05-30
2412,799,1986,2016-12-28,2016-12-28
2413,799,2964,2015-08-29,2015-08-29
2414,800,4242,1989-10-21,1989-10-21
2415,800,308,2011-03-09,2011-03-09
2416,800,776,1996-09-25,1996-09-25
2417,800,861,2000-03-16,2000-03-16
2418,800,1173,1984-01-04,1984-01-04
2419,801,1129,1984-02-13,1984-02-13
2420,801,1381,2017-04-06,2017-04-06
2421,801,3516,1976-10-05,1976-10-05
2422,802,4394,2011-06-24,2011-06-24
2423,802,3172,2008-05-17,2008-05-17
2424,802,2116,2011-10-30,2011-10-30
2425,803,1456,2002-08-10,2002-08-10
2426,803,1420,2020-09-18,2020-09-18
2427,803,385,2009-07-02,2009-07-02
2428,803,2702,2010-01-19,2010-01-19
2429,804,4049,2005-02-06,2005-02-06
2430,804,1801,1993-07-08,1993-07-08
2431,804,1532,1999-10-23,1999-10-23
2432,804,1812,1990-09-10,1990-09-10
2433,804,166,1989-10-22,1989-10-22
2434,805,1321,2002-08-13,2002-08-13
2435,805,61,1997-11-03,1997-11-03
2436,805,4046,1998-03-27,1998-03-27
2437,805,1282,2009-04-07,2009-04-07
2438,806,4237,1986-02-14,1986-02-14
2439,807,4200,1984-05-11,1984-05-11
2440,808,3017,1990-02-24,1990-02-24
2441,808,314,1991-08-27,1991-08-27
2442,808,3993,2000-08-31,2000-08-31
2443,809,3025,1997-02-27,1997-02-27
2444,810,4568,2003-08-30,2003-08-30
2445,810,1650,1998-08-26,1998-08-26
2446,811,1194,2002-11-25,2002-11-25
2447,811,102,1999-05-27,1999-05-27
2448,812,1241,1976-05-31,1976-05-31
2449,813,1720,2010-04-08,2010-04-08
2450,813,3267,2008-01-11,2008-01-11
2451,814,3524,1999-03-30,1999-03-30
2452,814,1791,2017-07-27,2017-07-27
2453,814,2437,1995-10-11,1995-10-11
2454,815,3568,1973-02-05,1973-02-05
2455,815,3483,2009-05-08,2009-05-08
2456,816,4163,1982-02-13,1982-02-13
2457,816,146,1984-09-25,1984-09-25
2458,816,1614,2008-03-30,2008-03-30
2459,816,546,1991-02-15,1991-02-15
2460,816,3972,1981-11-17,1981-11-17
2461,817,4565,1998-04-23,1998-04-23
2462,817,2905,1988-05-03,1988-05-03
2463,818,1375,2007-01-08,2007-01-08
2464,818,315,1986-02-16,1986-02-16
2465,818,1897,1987-08-27,1987-08-27
2466,818,1365,2010-01-26,2010-01-26
2467,818,3141,2014-05-25,2014-05-25
2468,819,4479,2013-02-12,2013-02-12
2469,820,402,1981-08-03,1981-08-03
2470,820,4930,1991-05-29,1991-05-29
2471,820,572,1982-04-18,1982-04-18
2472,820,3121,2007-07-16,2007-07-16
2473,821,4765,1974-03-15,1974-03-15
2474,821,2455,1970-03-06,1970-03-06
2475,821,3809,1989-09-27,1989-09-27
2476,822,4906,1992-09-14,1992-09-14
2477,823,3750,2002-11-05,2002-11-05
2478,824,4172,1986-09-17,1986-09-17
2479,824,2668,2002-04-12,2002-04-12
2480,825,3549,2016-03-31,2016-03-31
2481,825,2276,2004-10-22,2004-10-22
2482,825,1991,2015-10-04,2015-10-04
2483,825,4545,1984-05-31,1984-05-31
2484,825,2983,1970-04-30,1970-04-30
2485,826,2406,1984-11-22,1984-11-22
2486,826,3472,1995-11-01,1995-11-01
2487,826,433,2000-09-16,2000-09-16
2488,826,2945,1986-05-08,1986-05-08
2489,827,3700,1972-10-08,1972-10-08
2490,827,3081,2004-01-18,2004-01-18
2491,827,1943,1999-10-22,1999-10-22
2492,828,2972,1985-04-15,1985-04-15
2493,829,470,2000-05-30,2000-05-30
2494,829,40,2012-07-28,2012-07-28
2495,829,1130,2020-08-19,2020-08-19
2496,829,1882,1989-05-25,1989-05-25
2497,829,3959,2013-08-03,2013-08-03
2498,830,885,1981-01-18,1981-01-18
2499,830,1592,1980-09-27,1980-09-27
2500,830,2713,1970-02-08,1970-02-08
2501,830,3948,1979-08-04,1979-08-04
2502,830,4845,2001-04-03,2001-04-03
2503,831,4177,1985-09-08,1985-09-08
2504,831,3505,2006-02-09,2006-02-09
2505,832,1948,1982-10-29,1982-10-29
2506,832,1882,2011-06-17,2011-06-17
2507,832,1694,2013-05-11,2013-05-11
2508,833,4222,1974-09-28,1974-09-28
2509,833,3363,2008-11-06,2008-11-06
2510,833,4330,1978-10-07,1978-10-07
2511,834,2237,2017-04-16,2017-04-16
2512,834,4891,1977-09-13,1977-09-13
2513,834,3246,1998-08-14,1998-08-14
2514,835,1063,1977-06-22,1977-06-22
2515,836,3409,1986-12-25,1986-12-25
2516,836,1375,1993-08-29,1993-08-29
2517,837,4997,1984-09-26,1984-09-26
2518,837,3658,1970-11-19,1970-11-19
2519,837,2806,1983-08-28,1983-08-28
2520,837,3863,2007-05-05,2007-05-05
2521,838,1673,2003-07-07,2003-07-07
2522,838,1658,1976-08-14,1976-08-14
2523,838,2494,1977-07-21,1977-07-21
2524,838,4366,2002-12-25,2002-12-25
2525,838,1325,1977-12-31,1977-12-31
2526,839,3143,1975-05-14,1975-05-14
2527,840,4045,1978-09-01,1978-09-01
2528,840,964,1992-10-25,1992-10-25
2529,840,153,2018-12-17,2018-12-17
2530,841,1789,2010-04-08,2010-04-08
2531,841,1344,1993-06-25,1993-06-25
2532,842,4478,1977-09-27,1977-09-27
2533,843,1119,2006-05-07,2006-05-07
2534,843,3305,1985-02-02,1985-02-02
2535,844,962,1975-11-25,1975-11-25
2536,844,4014,1986-07-05,1986-07-05
2537,844,3314,1994-10-01,1994-10-01
2538,844,1864,1988-06-07,1988-06-07
2539,845,416,1995-11-04,1995-11-04
2540,845,610,1994-12-30,1994-12-30
2541,845,101,1992-05-25,1992-05-25
2542,845,1633,1986-01-17,1986-01-17
2543,846,4812,1996-11-24,1996-11-24
2544,846,2190,2003-03-06,2003-03-06
2545,846,4672,1996-01-08,1996-01-08
2546,846,3441,1977-04-08,1977-04-08
2547,846,2756,1998-12-19,1998-12-19
2548,847,2178,2005-07-21,2005-07-21
2549,847,1378,1997-02-16,1997-02-16
2550,847,607,1978-08-16,1978-08-16
2551,847,1850,1980-04-20,1980-04-20
2552,848,903,2018-12-03,2018-12-03
2553,848,3018,1998-10-31,1998-10-31
2554,848,3930,2001-05-25,2001-05-25
2555,849,3974,2006-08-27,2006-08-27
2556,849,1134,2020-05-22,2020-05-22
2557,849,3333,2019-04-22,2019-04-22
2558,849,399,2006-11-06,2006-11-06
2559,849,2371,1971-12-18,1971-12-18
2560,850,4878,1987-02-16,1987-02-16
2561,850,3580,1974-06-22,1974-06-22
2562,850,4965,1995-08-01,1995-08-01
2563,850,4123,2019-01-14,2019-01-14
2564,851,2838,1980-09-13,1980-09-13
2565,851,3639,1974-08-18,1974-08-18
2566,851,3417,1982-04-28,1982-04-28
2567,852,3814,1994-05-21,1994-05-21
2568,852,2989,2007-07-23,2007-07-23
2569,852,2218,1995-10-02,1995-10-02
2570,852,4946,1996-12-25,1996-12-25
2571,853,4790,2012-11-13,2012-11-13
2572,853,3279,1994-12-20,1994-12-20
2573,854,4369,1999-02-13,1999-02-13
2574,854,4409,2003-05-23,2003-05-23
2575,854,1862,1989-07-15,1989-07-15
2576,854,3979,2016-07-20,2016-07-20
2577,854,274,1990-07-26,1990-07-26
2578,855,2736,2015-11-24,2015-11-24
2579,855,995,1996-12-16,1996-12-16
2580,856,792,2008-07-13,2008-07-13
2581,856,4382,1974-03-03,1974-03-03
2582,856,4967,2019-05-09,2019-05-09
2583,856,79,2020-01-30,2020-01-30
2584,856,472,1998-03-01,1998-03-01
2585,857,2276,2008-09-16,2008-09-16
2586,857,2227,1990-09-02,1990-09-02
2587,857,2691,1983-08-04,1983-08-04
2588,857,2563,1984-03-02,1984-03-02
2589,857,2136,1993-05-11,1993-05-11
2590,858,3922,1998-02-10,1998-02-10
2591,858,4300,1996-11-09,1996-11-09
2592,858,465,2006-04-20,2006-04-20
2593,859,3859,1990-06-09,1990-06-09
2594,859,1199,1976-07-07,1976-07-07
2595,859,4497,2018-07-04,2018-07-04
2596,859,4395,2007-12-03,2007-12-03
2597,860,3232,1991-06-03,1991-06-03
2598,860,435,2010-07-26,2010-07-26
2599,860,2347,1979-03-08,1979-03-08
2600,861,3230,2004-04-01,2004-04-01
2601,861,1347,1985-02-17,1985-02-17
2602,862,2022,2019-08-14,2019-08-14
2603,863,4224,1992-05-15,1992-05-15
2604,864,1495,2004-12-26,2004-12-26
2605,864,1599,2009-09-16,2009-09-16
2606,864,4990,2019-06-16,2019-06-16
2607,864,3313,2011-09-23,2011-09-23
2608,864,1029,1974-08-28,1974-08-28
2609,865,2471,2015-10-23,2015-10-23
2610,865,1248,2012-07-31,2012-07-31
2611,865,801,2006-06-30,2006-06-30
2612,865,2955,2019-03-18,2019-03-18
2613,865,2782,1992-12-10,1992-12-10
2614,866,1050,2004-02-20,2004-02-20
2615,866,3422,2017-10-07,2017-10-07
2616,866,927,1997-06-18,1997-06-18
2617,867,4071,2006-05-22,2006-05-22
2618,867,789,2015-05-11,2015-05-11
2619,867,2647,2015-06-12,2015-06-12
2620,867,764,1977-03-05,1977-03-05
2621,868,2438,1973-07-10,1973-07-10
2622,868,3542,1977-06-07,1977-06-07
2623,868,4462,1970-08-09,1970-08-09
2624,869,3504,1989-11-28,1989-11-28
2625,869,392,1996-03-31,1996-03-31
2626,870,9,1982-10-31,1982-10-31
2627,870,2714,1985-11-12,1985-11-12
2628,870,4510,1977-12-02,1977-12-02
2629,870,1604,2014-02-05,2014-02-05
2630,870,2690,1972-10-12,1972-10-12
2631,871,4461,2012-10-27,2012-10-27
2632,871,185,1996-12-10,1996-12-10
2633,871,1602,1993-07-17,1993-07-17
2634,871,115,2017-03-14,2017-03-14
2635,871,2938,2013-05-13,2013-05-13
2636,872,4996,1973-01-02,1973-01-02
2637,872,282,2007-11-18,2007-11-18
2638,872,2596,1979-10-14,1979-10-14
2639,872,1829,2008-07-23,2008-07-23
2640,873,3438,1977-04-05,1977-04-05
2641,873,1555,1992-03-01,1992-03-01
2642,873,3698,2009-11-17,2009-11-17
2643,874,4658,1997-06-22,1997-06-22
2644,875,4689,1982-07-29,1982-07-29
2645,875,2284,1970-04-19,1970-04-19
2646,876,810,2009-08-18,2009-08-18
2647,877,642,2007-09-25,2007-09-25
2648,877,229,1977-06-25,1977-06-25
2649,877,1775,2010-03-28,2010-03-28
2650,877,1729,1999-05-05,1999-05-05
2651,878,2330,1982-02-02,1982-02-02
2652,878,4021,1992-07-02,1992-07-02
2653,879,2913,1973-08-13,1973-08-13
2654,879,591,1971-11-28,1971-11-28
2655,879,2438,1974-01-25,1974-01-25
2656,879,2967,1996-09-15,1996-09-15
2657,880,4350,1998-08-07,1998-08-07
2658,880,2258,2016-12-17,2016-12-17
2659,880,3712,1994-12-19,1994-12-19
2660,880,3776,1995-09-30,1995-09-30
2661,880,1615,1980-10-12,1980-10-12
2662,881,1546,1985-08-19,1985-08-19
2663,881,4678,1993-06-23,1993-06-23
2664,882,1479,1978-06-19,1978-06-19
2665,882,1007,2015-04-01,2015-04-01
2666,882,62,2011-09-04,2011-09-04
2667,882,3096,2018-02-26,2018-02-26
2668,883,4051,2019-09-06,2019-09-06
2669,883,3540,1995-05-13,1995-05-13
2670,884,1522,2010-01-18,2010-01-18
2671,884,1971,2002-11-26,2002-11-26
2672,884,1401,1999-08-24,1999-08-24
2673,885,4916,1986-08-25,1986-08-25
2674,885,1899,1997-08-30,1997-08-30
2675,885,2328,2001-10-10,2001-10-10
2676,885,157,1983-03-12,1983-03-12
2677,885,35,1987-05-11,1987-05-11
2678,886,2534,1970-10-21,1970-10-21
2679,886,2755,1995-01-15,1995-01-15
2680,886,4760,1989-03-04,1989-03-04
2681,887,213,1971-04-05,1971-04-05
2682,887,2057,2006-10-15,2006-10-15
2683,887,3755,1992-01-27,1992-01-27
2684,887,3262,1985-09-24,1985-09-24
2685,888,4377,2017-09-10,2017-09-10
2686,888,1196,1994-01-11,1994-01-11
2687,889,3168,1986-07-31,1986-07-31
2688,889,4186,1971-04-10,1971-04-10
2689,889,2349,1985-09-06,1985-09-06
2690,889,4507,1993-10-29,1993-10-29
2691,890,4240,2012-11-25,2012-11-25
2692,890,2332,2011-08-31,2011-08-31
2693,890,2141,2000-12-08,2000-12-08
2694,890,1938,1983-10-29,1983-10-29
2695,891,1730,2012-09-03,2012-09-03
2696,891,3651,1981-06-11,1981-06-11
2697,891,3657,1988-08-09,1988-08-09
2698,892,852,1997-05-14,1997-05-14
2699,893,4479,2005-03-07,2005-03-07
2700,893,2046,1989-09-27,1989-09-27
2701,894,4792,2019-02-24,2019-02-24
2702,894,2529,1970-01-29,1970-01-29
2703,894,1681,1991-08-04,1991-08-04
2704,894,142,2008-12-26,2008-12-26
2705,894,4521,2001-06-20,2001-06-20
2706,895,948,1992-03-19,1992-03-19
2707,895,218,2009-08-28,2009-08-28
2708,895,586,2019-11-23,2019-11-23
2709,896,326,2006-03-04,2006-03-04
2710,897,926,1990-12-02,1990-12-02
2711,898,725,2009-04-01,2009-04-01
2712,898,1846,2003-01-02,2003-01-02
2713,898,1826,2003-06-26,2003-06-26
2714,898,1661,2015-11-12,2015-11-12
2715,899,1245,2010-02-02,2010-02-02
2716,900,687,2006-04-04,2006-04-04
2717,900,1776,2020-07-30,2020-07-30
2718,900,3351,2005-12-01,2005-12-01
2719,900,3601,1999-08-30,1999-08-30
2720,901,2828,1973-03-27,1973-03-27
2721,902,3488,2018-09-30,2018-09-30
2722,902,2658,2020-12-25,2020-12-25
2723,902,4885,1997-05-10,1997-05-10
2724,903,3519,2020-06-08,2020-06-08
2725,903,1878,1976-12-04,1976-12-04
2726,903,134,2012-01-05,2012-01-05
2727,903,2399,2001-09-10,2001-09-10
2728,904,515,1995-05-30,1995-05-30
2729,904,1679,1986-06-05,1986-06-05
2730,904,3265,2015-05-21,2015-05-21
2731,904,1238,1980-09-05,1980-09-05
2732,905,1809,1980-07-28,1980-07-28
2733,905,2856,1999-11-19,1999-11-19
2734,905,188,2009-05-28,2009-05-28
2735,905,1445,2019-08-03,2019-08-03
2736,906,330,2009-05-17,2009-05-17
2737,906,4963,1983-07-26,1983-07-26
2738,907,2383,1981-05-07,1981-05-07
2739,907,4927,2003-01-13,2003-01-13
2740,907,3196,2010-02-12,2010-02-12
2741,907,2297,2012-05-19,2012-05-19
2742,907,4036,1979-12-17,1979-12-17
2743,908,3196,2016-03-13,2016-03-13
2744,908,4343,1997-10-22,1997-10-22
2745,908,390,1973-08-13,1973-08-13
2746,908,4776,1990-07-29,1990-07-29
2747,909,2585,1993-01-16,1993-01-16
2748,909,4836,1986-08-01,1986-08-01
2749,909,9,1978-04-06,1978-04-06
2750,909,1795,1971-12-29,1971-12-29
2751,909,4845,2015-02-21,2015-02-21
2752,910,12,2014-12-01,2014-12-01
2753,910,3534,2020-08-05,2020-08-05
2754,910,924,2013-07-30,2013-07-30
2755,910,4219,1974-01-14,1974-01-14
2756,910,2824,2008-02-25,2008-02-25
2757,911,1276,1981-03-28,1981-03-28
2758,911,1430,1978-05-30,1978-05-30
2759,911,3792,1984-05-13,1984-05-13
2760,912,2920,2019-08-16,2019-08-16
2761,913,1369,2014-11-01,2014-11-01
2762,913,3878,1986-12-05,1986-12-05
2763,914,4728,1970-01-19,1970-01-19
2764,914,4217,1981-02-14,1981-02-14
2765,914,2286,2001-09-27,2001-09-27
2766,915,3907,1973-03-31,1973-03-31
2767,915,1970,1976-06-04,1976-06-04
2768,915,3158,2009-12-25,2009-12-25
2769,915,2821,1970-06-03,1970-06-03
2770,916,1903,1986-08-29,1986-08-29
2771,916,4288,2004-07-31,2004-07-31
2772,917,3103,2006-03-08,2006-03-08
2773,917,1771,1980-04-07,1980-04-07
2774,917,4916,1988-05-06,1988-05-06
2775,918,1796,2016-04-10,2016-04-10
2776,918,546,1971-01-31,1971-01-31
2777,918,1086,2008-04-22,2008-04-22
2778,918,1761,1994-07-19,1994-07-19
2779,919,2503,1992-08-25,1992-08-25
2780,919,3142,2006-04-18,2006-04-18
2781,919,551,2013-10-05,2013-10-05
2782,919,143,1999-02-04,1999-02-04
2783,919,2517,1978-05-18,1978-05-18
2784,920,1940,2019-10-19,2019-10-19
2785,920,2188,1987-06-15,1987-06-15
2786,921,4766,1977-04-19,1977-04-19
2787,921,825,2014-08-06,2014-08-06
2788,921,1157,1993-12-07,1993-12-07
2789,921,2361,1975-03-07,1975-03-07
2790,922,2551,2007-12-15,2007-12-15
2791,922,2556,1972-01-20,1972-01-20
2792,922,2285,1975-06-28,1975-06-28
2793,922,2419,1972-02-20,1972-02-20
2794,922,3263,2016-08-17,2016-08-17
2795,923,2595,1973-05-10,1973-05-10
2796,924,3584,2009-09-02,2009-09-02
2797,924,3315,2001-09-30,2001-09-30
2798,924,423,1980-09-10,1980-09-10
2799,924,3090,2015-03-31,2015-03-31
2800,924,4768,1986-05-19,1986-05-19
2801,925,1421,2018-04-21,2018-04-21
2802,925,4336,1977-10-07,1977-10-07
2803,925,3335,1999-06-22,1999-06-22
2804,926,2872,2004-02-24,2004-02-24
2805,926,1361,1977-09-01,1977-09-01
2806,926,660,2010-12-11,2010-12-11
2807,926,1338,2018-05-18,2018-05-18
2808,926,4451,1974-04-28,1974-04-28
2809,927,1035,2017-05-02,2017-05-02
2810,927,649,1983-06-13,1983-06-13
2811,927,856,2019-12-22,2019-12-22
2812,927,1203,1972-02-17,1972-02-17
2813,927,4649,1987-10-04,1987-10-04
2814,928,1051,1981-02-16,1981-02-16
2815,928,1646,2008-11-24,2008-11-24
2816,928,1706,1970-09-03,1970-09-03
2817,928,3326,1999-04-29,1999-04-29
2818,928,152,1987-03-18,1987-03-18
2819,929,1208,1976-03-28,1976-03-28
2820,929,607,2013-04-19,2013-04-19
2821,929,4722,1976-04-17,1976-04-17
2822,930,4481,1982-07-31,1982-07-31
2823,931,2202,2014-03-10,2014-03-10
2824,931,1518,1997-08-20,1997-08-20
2825,932,2785,1996-05-07,1996-05-07
2826,932,4548,2004-09-13,2004-09-13
2827,933,4385,2002-12-11,2002-12-11
2828,933,1391,1989-04-25,1989-04-25
2829,933,1651,1985-07-18,1985-07-18
2830,933,4973,1999-11-21,1999-11-21
2831,933,1031,2012-10-29,2012-10-29
2832,934,1068,1995-03-23,1995-03-23
2833,934,4935,1994-01-26,1994-01-26
2834,934,2867,2015-12-07,2015-12-07
2835,935,887,2004-04-25,2004-04-25
2836,935,2578,2006-04-03,2006-04-03
2837,935,1998,1971-05-25,1971-05-25
2838,936,3844,1991-12-22,1991-12-22
2839,936,3087,1979-04-27,1979-04-27
2840,936,1252,2017-06-07,2017-06-07
2841,936,830,1988-06-24,1988-06-24
2842,936,2507,1976-07-17,1976-07-17
2843,937,411,1976-01-07,1976-01-07
2844,937,1611,1991-04-16,1991-04-16
2845,937,3821,2018-04-24,2018-04-24
2846,937,1312,1975-03-01,1975-03-01
2847,938,2075,2019-05-15,2019-05-15
2848,938,1581,2005-01-01,2005-01-01
2849,939,2283,1992-09-10,1992-09-10
2850,939,4378,1978-06-18,1978-06-18
2851,940,1567,1989-04-08,1989-04-08
2852,940,2136,1978-02-12,1978-02-12
2853,941,4046,1990-04-18,1990-04-18
2854,941,4675,1973-03-09,1973-03-09
2855,941,2125,2011-02-18,2011-02-18
2856,942,1255,1975-05-11,1975-05-11
2857,943,3806,1971-10-15,1971-10-15
2858,943,1301,1995-09-09,1995-09-09
2859,943,906,2012-07-28,2012-07-28
2860,943,681,2013-03-28,2013-03-28
2861,944,4452,2002-12-20,2002-12-20
2862,944,823,1999-12-12,1999-12-12
2863,944,4991,2004-01-25,2004-01-25
2864,944,3633,1984-06-30,1984-06-30
2865,944,3696,1983-10-07,1983-10-07
2866,945,766,2008-04-07,2008-04-07
2867,945,1463,2012-01-13,2012-01-13
2868,946,2451,2006-03-15,2006-03-15
2869,946,3022,1991-06-29,1991-06-29
2870,946,2681,1987-05-03,1987-05-03
2871,946,4472,2012-07-29,2012-07-29
2872,946,786,2018-11-13,2018-11-13
2873,947,541,2020-12-09,2020-12-09
2874,947,1974,1998-01-31,1998-01-31
2875,947,1666,2008-12-25,2008-12-25
2876,947,1999,1975-11-16,1975-11-16
2877,948,2129,1996-05-25,1996-05-25
2878,948,2483,1997-11-30,1997-11-30
2879,948,2818,2016-04-02,2016-04-02
2880,949,2334,1978-10-01,1978-10-01
2881,949,3334,1983-12-17,1983-12-17
2882,950,3643,1973-06-12,1973-06-12
2883,950,177,1994-11-16,1994-11-16
2884,950,4798,2006-10-22,2006-10-22
2885,951,4015,1999-10-23,1999-10-23
2886,951,4007,1981-06-27,1981-06-27
2887,951,3582,2017-12-13,2017-12-13
2888,951,3306,1995-12-21,1995-12-21
2889,951,3380,2014-08-17,2014-08-17
2890,952,4154,1978-09-19,1978-09-19
2891,952,443,1998-11-09,1998-11-09
2892,952,1921,2012-08-22,2012-08-22
2893,952,133,1993-04-24,1993-04-24
2894,953,4493,1983-04-17,1983-04-17
2895,953,197,1988-06-24,1988-06-24
2896,953,682,2016-06-21,2016-06-21
2897,953,3114,1975-03-25,1975-03-25
2898,954,2178,2002-02-28,2002-02-28
2899,954,749,2005-06-21,2005-06-21
2900,954,194,2015-05-01,2015-05-01
2901,954,4751,1974-08-03,1974-08-03
2902,955,1659,2011-07-02,2011-07-02
2903,955,4169,1986-05-23,1986-05-23
2904,955,2440,2017-04-23,2017-04-23
2905,956,83,2003-05-06,2003-05-06
2906,956,3107,1999-06-30,1999-06-30
2907,957,3620,1989-04-19,1989-04-19
2908,957,2029,1992-09-19,1992-09-19
2909,958,2096,2006-08-13,2006-08-13
2910,958,905,2004-03-30,2004-03-30
2911,959,2619,2014-09-29,2014-09-29
2912,959,1969,2003-02-13,2003-02-13
2913,959,2382,1996-04-12,1996-04-12
2914,960,2677,2015-10-07,2015-10-07
2915,960,130,2014-04-19,2014-04-19
2916,960,4534,2017-02-26,2017-02-26
2917,960,2885,1991-09-17,1991-09-17
2918,960,3043,2014-11-08,2014-11-08
2919,961,1789,2012-06-07,2012-06-07
2920,961,4269,2020-04-02,2020-04-02
2921,961,56,1992-02-25,1992-02-25
2922,961,2245,1975-02-01,1975-02-01
2923,961,4055,1974-02-22,1974-02-22
2924,962,4774,2005-08-02,2005-08-02
2925,963,2390,2019-03-02,2019-03-02
2926,963,2873,1981-05-19,1981-05-19
2927,963,708,1973-07-16,1973-07-16
2928,963,2911,1974-07-16,1974-07-16
2929,964,4097,2010-11-10,2010-11-10
2930,964,4930,2005-02-26,2005-02-26
2931,964,2430,1991-05-07,1991-05-07
2932,965,4802,1984-11-02,1984-11-02
2933,965,4266,2003-04-24,2003-04-24
2934,966,1224,1979-07-07,1979-07-07
2935,966,1986,1991-07-19,1991-07-19
2936,966,2103,2008-05-22,2008-05-22
2937,967,2440,2013-05-19,2013-05-19
2938,967,1582,1986-07-20,1986-07-20
2939,967,2513,1989-01-29,1989-01-29
2940,967,4636,1988-05-09,1988-05-09
2941,968,3634,1996-07-30,1996-07-30
2942,968,587,2020-10-14,2020-10-14
2943,968,1654,2017-12-25,2017-12-25
2944,968,3902,2000-11-20,2000-11-20
2945,969,1379,2004-09-26,2004-09-26
2946,970,1078,2008-11-17,2008-11-17
2947,970,579,2013-05-21,2013-05-21
2948,970,1349,2020-06-11,2020-06-11
2949,970,4537,1974-03-04,1974-03-04
2950,971,839,1989-07-23,1989-07-23
2951,971,4544,1975-05-27,1975-05-27
2952,971,4053,1983-09-17,1983-09-17
2953,971,1716,1990-05-09,1990-05-09
2954,972,2452,1970-11-17,1970-11-17
2955,972,2343,2005-05-27,2005-05-27
2956,972,2501,2009-05-03,2009-05-03
2957,972,1051,1978-12-31,1978-12-31
2958,973,1025,1976-09-28,1976-09-28
2959,973,3430,1977-09-27,1977-09-27
2960,973,3722,1987-06-05,1987-06-05
2961,973,4491,2014-08-20,2014-08-20
2962,974,1681,1980-10-18,1980-10-18
2963,974,36,2000-12-21,2000-12-21
2964,975,693,1974-06-08,1974-06-08
2965,976,3435,1988-08-31,1988-08-31
2966,976,3804,1992-04-10,1992-04-10
2967,976,2782,2012-11-06,2012-11-06
2968,976,2543,1970-02-14,1970-02-14
2969,977,2135,1996-08-29,1996-08-29
2970,977,2581,2005-08-18,2005-08-18
2971,977,20,2003-10-26,2003-10-26
2972,977,2423,1992-02-15,1992-02-15
2973,978,4530,1980-08-20,1980-08-20
2974,978,1815,2006-10-27,2006-10-27
2975,978,1578,1983-02-23,1983-02-23
2976,978,1959,1981-01-28,1981-01-28
2977,978,183,2013-01-26,2013-01-26
2978,979,3884,2017-02-16,2017-02-16
2979,980,1616,2017-03-18,2017-03-18
2980,981,1753,1986-12-17,1986-12-17
2981,981,1393,1979-01-27,1979-01-27
2982,981,2316,1989-02-18,1989-02-18
2983,982,2475,2009-06-06,2009-06-06
2984,982,3834,1973-02-14,1973-02-14
2985,982,3007,2019-11-25,2019-11-25
2986,983,4472,2005-01-21,2005-01-21
2987,983,1588,2011-10-11,2011-10-11
2988,984,2782,1985-12-30,1985-12-30
2989,984,4592,1989-06-25,1989-06-25
2990,984,1621,2020-01-20,2020-01-20
2991,984,1260,1983-09-02,1983-09-02
2992,985,3549,1982-04-06,1982-04-06
2993,985,2411,2016-09-10,2016-09-10
2994,986,902,1980-01-28,1980-01-28
2995,986,27,2013-05-12,2013-05-12
2996,986,3480,2020-10-10,2020-10-10
2997,987,3606,1971-05-01,1971-05-01
2998,987,4171,1979-02-16,1979-02-16
2999,987,346,2009-04-22,2009-04-22
3000,988,3745,2005-06-14,2005-06-14
3001,988,425,1985-10-16,1985-10-16
3002,988,1605,1984-11-24,1984-11-24
3003,988,1361,2004-09-03,2004-09-03
3004,988,4293,2006-12-09,2006-12-09
3005,989,4976,1972-05-14,1972-05-14
3006,989,2046,2008-12-20,2008-12-20
3007,989,1391,2015-07-21,2015-07-21
3008,990,1695,2005-01-17,2005-01-17
3009,990,1504,1986-05-23,1986-05-23
3010,990,4174,2001-03-30,2001-03-30
